id,release_date,movie,production_budget,domestic_gross,worldwide_gross,Unnamed: 0,genre_ids,popularity,title,vote_average,vote_count,weighted_rating
28,2016-11-04,Doctor Strange,165000000,232641920,676404566,17396,"Drama, History, War",24.074,Hacksaw Ridge,8.1,6608,7.725479212955338
73,2016-11-04,Trolls,125000000,153707064,344150134,17384,"Action, Adventure, Fantasy, Science Fiction",33.035,Doctor Strange,7.3,12582,7.223091020284613
73,2016-11-04,Trolls,125000000,153707064,344150134,17396,"Drama, History, War",24.074,Hacksaw Ridge,8.1,6608,7.725479212955338
17,2016-11-04,Hacksaw Ridge,40000000,67209615,168904682,17384,"Action, Adventure, Fantasy, Science Fiction",33.035,Doctor Strange,7.3,12582,7.223091020284613
17,2016-11-04,Hacksaw Ridge,40000000,67209615,168904682,17396,"Drama, History, War",24.074,Hacksaw Ridge,8.1,6608,7.725479212955338
92,2016-11-04,Loving,9000000,7710234,12898064,17384,"Action, Adventure, Fantasy, Science Fiction",33.035,Doctor Strange,7.3,12582,7.223091020284613
92,2016-11-04,Loving,9000000,7710234,12898064,17396,"Drama, History, War",24.074,Hacksaw Ridge,8.1,6608,7.725479212955338
29,2013-06-14,Man of Steel,225000000,291045518,667999518,7885,"Action, Adventure, Fantasy, Science Fiction",27.667,Man of Steel,6.5,9758,6.594184376710682
37,2013-06-14,20 Feet From Stardom,1000000,4946250,5892466,7885,"Action, Adventure, Fantasy, Science Fiction",27.667,Man of Steel,6.5,9758,6.594184376710682
32,2014-11-05,Interstellar,165000000,188017894,666379375,11032,"Adventure, Drama, Science Fiction",28.44,Interstellar,8.2,18597,8.019493646250629
9,2017-11-17,Justice League,300000000,229024295,655945209,20623,"Action, Adventure, Fantasy, Science Fiction",34.953,Justice League,6.2,7510,6.399962348056602
9,2017-11-17,Justice League,300000000,229024295,655945209,20662,"Drama, Family",20.101,Wonder,8.2,3959,7.639805184376327
95,2017-11-17,Wonder,20000000,132422809,304604712,20623,"Action, Adventure, Fantasy, Science Fiction",34.953,Justice League,6.2,7510,6.399962348056602
95,2017-11-17,Wonder,20000000,132422809,304604712,20662,"Drama, Family",20.101,Wonder,8.2,3959,7.639805184376327
39,2017-11-17,The Star,20000000,40847995,62758010,20623,"Action, Adventure, Fantasy, Science Fiction",34.953,Justice League,6.2,7510,6.399962348056602
39,2017-11-17,The Star,20000000,40847995,62758010,20662,"Drama, Family",20.101,Wonder,8.2,3959,7.639805184376327
40,2017-11-17,"Roman J. Israel, Esq.",22000000,11962712,12967012,20623,"Action, Adventure, Fantasy, Science Fiction",34.953,Justice League,6.2,7510,6.399962348056602
40,2017-11-17,"Roman J. Israel, Esq.",22000000,11962712,12967012,20662,"Drama, Family",20.101,Wonder,8.2,3959,7.639805184376327
46,2015-10-02,The Martian,108000000,228433663,655271443,14188,"Drama, Adventure, Science Fiction",22.856,The Martian,7.7,12172,7.541919607044218
5,2015-10-02,Shanghai,50000000,46425,15505922,14188,"Drama, Adventure, Science Fiction",22.856,The Martian,7.7,12172,7.541919607044218
51,2015-10-02,Freeheld,7000000,546201,1732228,14188,"Drama, Adventure, Science Fiction",22.856,The Martian,7.7,12172,7.541919607044218
35,2012-05-25,Men in Black 3,215000000,179020854,654213485,5183,"Action, Comedy, Science Fiction",26.176,Men in Black 3,6.4,6398,6.5597791315253104
35,2012-05-25,Men in Black 3,215000000,179020854,654213485,5236,"Comedy, Drama, Romance",14.086,Moonrise Kingdom,7.7,3023,7.301793836638697
18,2012-05-25,Les Intouchables,10800000,13182281,484873045,5183,"Action, Comedy, Science Fiction",26.176,Men in Black 3,6.4,6398,6.5597791315253104
18,2012-05-25,Les Intouchables,10800000,13182281,484873045,5236,"Comedy, Drama, Romance",14.086,Moonrise Kingdom,7.7,3023,7.301793836638697
33,2012-05-25,Moonrise Kingdom,16000000,45512466,68848446,5183,"Action, Comedy, Science Fiction",26.176,Men in Black 3,6.4,6398,6.5597791315253104
33,2012-05-25,Moonrise Kingdom,16000000,45512466,68848446,5236,"Comedy, Drama, Romance",14.086,Moonrise Kingdom,7.7,3023,7.301793836638697
18,2012-05-25,Chernobyl Diaries,1000000,18119640,42411721,5183,"Action, Comedy, Science Fiction",26.176,Men in Black 3,6.4,6398,6.5597791315253104
18,2012-05-25,Chernobyl Diaries,1000000,18119640,42411721,5236,"Comedy, Drama, Romance",14.086,Moonrise Kingdom,7.7,3023,7.301793836638697
60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,652220086,23814,Adventure,48.508,Fantastic Beasts: The Crimes of Grindelwald,6.9,4870,6.90020384727762
60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,652220086,23827,"Drama, Comedy",36.284,Green Book,8.3,3499,7.653993580254634
71,2018-11-16,Green Book,23000000,85080171,322034439,23814,Adventure,48.508,Fantastic Beasts: The Crimes of Grindelwald,6.9,4870,6.90020384727762
71,2018-11-16,Green Book,23000000,85080171,322034439,23827,"Drama, Comedy",36.284,Green Book,8.3,3499,7.653993580254634
20,2018-11-16,Instant Family,48000000,67363237,119736188,23814,Adventure,48.508,Fantastic Beasts: The Crimes of Grindelwald,6.9,4870,6.90020384727762
20,2018-11-16,Instant Family,48000000,67363237,119736188,23827,"Drama, Comedy",36.284,Green Book,8.3,3499,7.653993580254634
50,2018-11-16,Widows,40000000,42402632,73866088,23814,Adventure,48.508,Fantastic Beasts: The Crimes of Grindelwald,6.9,4870,6.90020384727762
50,2018-11-16,Widows,40000000,42402632,73866088,23827,"Drama, Comedy",36.284,Green Book,8.3,3499,7.653993580254634
29,2014-11-07,Big Hero 6,165000000,222527828,652127828,11024,"Adventure, Family, Animation, Action, Comedy",36.92,Big Hero 6,7.8,10176,7.5952037248083535
35,2014-11-07,The Theory of Everything,15000000,35893537,123327692,11024,"Adventure, Family, Animation, Action, Comedy",36.92,Big Hero 6,7.8,10176,7.5952037248083535
24,2014-11-07,Elsa & Fred,10000000,67657,197901,11024,"Adventure, Family, Animation, Action, Comedy",36.92,Big Hero 6,7.8,10176,7.5952037248083535
56,2014-11-07,Fugly,4500000,0,0,11024,"Adventure, Family, Animation, Action, Comedy",36.92,Big Hero 6,7.8,10176,7.5952037248083535
66,2013-11-08,Thor: The Dark World,150000000,206362140,644602516,7882,"Action, Adventure, Fantasy",31.014,Thor: The Dark World,6.7,10171,6.745676431408008
66,2013-11-08,Thor: The Dark World,150000000,206362140,644602516,7940,"Comedy, Drama, Science Fiction",14.133,About Time,7.9,3981,7.470491946436738
41,2013-11-08,The Book Thief,19000000,21488481,76086711,7882,"Action, Adventure, Fantasy",31.014,Thor: The Dark World,6.7,10171,6.745676431408008
41,2013-11-08,The Book Thief,19000000,21488481,76086711,7940,"Comedy, Drama, Science Fiction",14.133,About Time,7.9,3981,7.470491946436738
29,2016-12-21,Sing,75000000,270329045,634454789,17427,"Animation, Comedy, Drama, Family",17.572,Sing,6.9,4303,6.9002196738429245
29,2016-12-21,Sing,75000000,270329045,634454789,17470,"Drama, Romance, Science Fiction",14.074000000000002,Passengers,6.8,7869,6.827749036532787
29,2016-12-21,Sing,75000000,270329045,634454789,17471,"Action, Adventure, Science Fiction",14.050999999999998,Assassin's Creed,5.4,5010,5.961998037212843
28,2016-12-21,Passengers,110000000,100014699,302239672,17427,"Animation, Comedy, Drama, Family",17.572,Sing,6.9,4303,6.9002196738429245
28,2016-12-21,Passengers,110000000,100014699,302239672,17470,"Drama, Romance, Science Fiction",14.074000000000002,Passengers,6.8,7869,6.827749036532787
28,2016-12-21,Passengers,110000000,100014699,302239672,17471,"Action, Adventure, Science Fiction",14.050999999999998,Assassin's Creed,5.4,5010,5.961998037212843
56,2016-12-21,Dangal,9500000,12391761,294654618,17427,"Animation, Comedy, Drama, Family",17.572,Sing,6.9,4303,6.9002196738429245
56,2016-12-21,Dangal,9500000,12391761,294654618,17470,"Drama, Romance, Science Fiction",14.074000000000002,Passengers,6.8,7869,6.827749036532787
56,2016-12-21,Dangal,9500000,12391761,294654618,17471,"Action, Adventure, Science Fiction",14.050999999999998,Assassin's Creed,5.4,5010,5.961998037212843
80,2016-12-21,Assassinâs Creed,125000000,54647948,240759682,17427,"Animation, Comedy, Drama, Family",17.572,Sing,6.9,4303,6.9002196738429245
80,2016-12-21,Assassinâs Creed,125000000,54647948,240759682,17470,"Drama, Romance, Science Fiction",14.074000000000002,Passengers,6.8,7869,6.827749036532787
80,2016-12-21,Assassinâs Creed,125000000,54647948,240759682,17471,"Action, Adventure, Science Fiction",14.050999999999998,Assassin's Creed,5.4,5010,5.961998037212843
69,2016-12-21,Patriots Day,40000000,31886361,52837989,17427,"Animation, Comedy, Drama, Family",17.572,Sing,6.9,4303,6.9002196738429245
69,2016-12-21,Patriots Day,40000000,31886361,52837989,17470,"Drama, Romance, Science Fiction",14.074000000000002,Passengers,6.8,7869,6.827749036532787
69,2016-12-21,Patriots Day,40000000,31886361,52837989,17471,"Action, Adventure, Science Fiction",14.050999999999998,Assassin's Creed,5.4,5010,5.961998037212843
41,2018-07-06,Ant-Man and the Wasp,130000000,216648740,623144660,23816,"Action, Adventure, Science Fiction, Comedy",44.729,Ant-Man and the Wasp,7.0,6290,6.967879900761558
54,2018-07-06,Sorry to Bother You,3200000,17493096,18285560,23816,"Action, Adventure, Science Fiction, Comedy",44.729,Ant-Man and the Wasp,7.0,6290,6.967879900761558
15,2010-05-07,Iron Man 2,170000000,312433331,621156389,2,"Adventure, Action, Science Fiction",28.515,Iron Man 2,6.8,12368,6.81962547358634
48,2010-05-07,Mother and Child,7000000,1110509,6537179,2,"Adventure, Action, Science Fiction",28.515,Iron Man 2,6.8,12368,6.81962547358634
88,2012-11-21,Life of Pi,120000000,124987022,620912003,5223,"Adventure, Drama, Action",15.0,Life of Pi,7.3,8723,7.1977739723684095
88,2012-11-21,Life of Pi,120000000,124987022,620912003,5225,"Animation, Family, Fantasy",14.934,Rise of the Guardians,7.3,3697,7.121054842179314
2,2012-11-21,Rise of the Guardians,145000000,103412758,306900902,5223,"Adventure, Drama, Action",15.0,Life of Pi,7.3,8723,7.1977739723684095
2,2012-11-21,Rise of the Guardians,145000000,103412758,306900902,5225,"Animation, Family, Fantasy",14.934,Rise of the Guardians,7.3,3697,7.121054842179314
1,2012-11-21,Red Dawn,65000000,44806783,48164150,5223,"Adventure, Drama, Action",15.0,Life of Pi,7.3,8723,7.1977739723684095
1,2012-11-21,Red Dawn,65000000,44806783,48164150,5225,"Animation, Family, Fantasy",14.934,Rise of the Guardians,7.3,3697,7.121054842179314
99,2014-06-13,How to Train Your Dragon 2,145000000,177002924,614586270,11035,"Fantasy, Action, Adventure, Animation, Comedy, Family",27.106,How to Train Your Dragon 2,7.7,5589,7.420759608577817
99,2014-06-13,How to Train Your Dragon 2,145000000,177002924,614586270,11136,"Crime, Comedy, Action",11.175999999999998,22 Jump Street,6.9,5167,6.900196434195527
85,2014-06-13,22 Jump Street,50000000,191719337,331333876,11035,"Fantasy, Action, Adventure, Animation, Comedy, Family",27.106,How to Train Your Dragon 2,7.7,5589,7.420759608577817
85,2014-06-13,22 Jump Street,50000000,191719337,331333876,11136,"Crime, Comedy, Action",11.175999999999998,22 Jump Street,6.9,5167,6.900196434195527
47,2014-06-13,The Rover,8500000,1109199,3180252,11035,"Fantasy, Action, Adventure, Animation, Comedy, Family",27.106,How to Train Your Dragon 2,7.7,5589,7.420759608577817
47,2014-06-13,The Rover,8500000,1109199,3180252,11136,"Crime, Comedy, Action",11.175999999999998,22 Jump Street,6.9,5167,6.900196434195527
26,2014-06-13,The Signal,4000000,600896,2665322,11035,"Fantasy, Action, Adventure, Animation, Comedy, Family",27.106,How to Train Your Dragon 2,7.7,5589,7.420759608577817
26,2014-06-13,The Signal,4000000,600896,2665322,11136,"Crime, Comedy, Action",11.175999999999998,22 Jump Street,6.9,5167,6.900196434195527
42,2014-06-13,Los insolitos peces gato,1300000,11278,54665,11035,"Fantasy, Action, Adventure, Animation, Comedy, Family",27.106,How to Train Your Dragon 2,7.7,5589,7.420759608577817
42,2014-06-13,Los insolitos peces gato,1300000,11278,54665,11136,"Crime, Comedy, Action",11.175999999999998,22 Jump Street,6.9,5167,6.900196434195527
33,2017-06-21,Transformers: The Last Knight,217000000,130168683,602893340,20642,"Action, Science Fiction, Thriller, Adventure",24.258000000000006,Transformers: The Last Knight,6.0,3255,6.4319111555675255
15,2010-11-24,Tangled,260000000,200821936,586477240,13,"Animation, Family",21.511,Tangled,7.5,6407,7.308823671529166
29,2010-11-24,Love and Other Drugs,30000000,32367005,102716321,13,"Animation, Family",21.511,Tangled,7.5,6407,7.308823671529166
24,2010-11-24,Burlesque,55000000,39440655,90552675,13,"Animation, Family",21.511,Tangled,7.5,6407,7.308823671529166
53,2010-11-24,Faster,24000000,23240020,35792945,13,"Animation, Family",21.511,Tangled,7.5,6407,7.308823671529166
79,2010-11-24,The Nutcracker in 3D,90000000,195459,20466016,13,"Animation, Family",21.511,Tangled,7.5,6407,7.308823671529166
78,2018-03-29,Ready Player One,150000000,137690172,579290136,23840,"Adventure, Science Fiction",30.029,Ready Player One,7.6,7021,7.39060016745583
26,2013-03-22,The Croods,135000000,187168425,573068425,7914,"Action, Adventure, Animation, Comedy, Family, Fantasy",16.29,The Croods,6.8,3873,6.843882478986595
26,2013-03-22,The Croods,135000000,187168425,573068425,7943,"Action, Thriller",13.864,Olympus Has Fallen,6.2,4086,6.496585418864645
9,2013-03-22,Olympus Has Fallen,70000000,98927592,172878928,7914,"Action, Adventure, Animation, Comedy, Family, Fantasy",16.29,The Croods,6.8,3873,6.843882478986595
9,2013-03-22,Olympus Has Fallen,70000000,98927592,172878928,7943,"Action, Thriller",13.864,Olympus Has Fallen,6.2,4086,6.496585418864645
3,2013-03-22,The Sapphires,9000000,2450867,20395040,7914,"Action, Adventure, Animation, Comedy, Family, Fantasy",16.29,The Croods,6.8,3873,6.843882478986595
3,2013-03-22,The Sapphires,9000000,2450867,20395040,7943,"Action, Thriller",13.864,Olympus Has Fallen,6.2,4086,6.496585418864645
76,2013-03-22,Admission,13000000,18007317,18733666,7914,"Action, Adventure, Animation, Comedy, Family, Fantasy",16.29,The Croods,6.8,3873,6.843882478986595
76,2013-03-22,Admission,13000000,18007317,18733666,7943,"Action, Thriller",13.864,Olympus Has Fallen,6.2,4086,6.496585418864645
17,2013-03-22,On the Road,25000000,720828,9313302,7914,"Action, Adventure, Animation, Comedy, Family, Fantasy",16.29,The Croods,6.8,3873,6.843882478986595
17,2013-03-22,On the Road,25000000,720828,9313302,7943,"Action, Thriller",13.864,Olympus Has Fallen,6.2,4086,6.496585418864645
78,2015-02-13,Fifty Shades of Grey,40000000,166167230,570998101,11037,"Crime, Comedy, Action, Adventure",26.103,Kingsman: The Secret Service,7.6,10287,7.442071519385478
78,2015-02-13,Fifty Shades of Grey,40000000,166167230,570998101,14191,"Drama, Romance, Thriller",21.229,Fifty Shades of Grey,5.4,6451,5.876309837908673
29,2015-02-13,Kingsman: The Secret Service,94000000,128261724,404561724,11037,"Crime, Comedy, Action, Adventure",26.103,Kingsman: The Secret Service,7.6,10287,7.442071519385478
29,2015-02-13,Kingsman: The Secret Service,94000000,128261724,404561724,14191,"Drama, Romance, Thriller",21.229,Fifty Shades of Grey,5.4,6451,5.876309837908673
51,2015-02-13,The Last Five Years,2000000,147299,205298,11037,"Crime, Comedy, Action, Adventure",26.103,Kingsman: The Secret Service,7.6,10287,7.442071519385478
51,2015-02-13,The Last Five Years,2000000,147299,205298,14191,"Drama, Romance, Thriller",21.229,Fifty Shades of Grey,5.4,6451,5.876309837908673
88,2015-02-13,Hits,1000000,15156,15156,11037,"Crime, Comedy, Action, Adventure",26.103,Kingsman: The Secret Service,7.6,10287,7.442071519385478
88,2015-02-13,Hits,1000000,15156,15156,14191,"Drama, Romance, Thriller",21.229,Fifty Shades of Grey,5.4,6451,5.876309837908673
14,2015-02-13,Girlhouse,1500000,0,0,11037,"Crime, Comedy, Action, Adventure",26.103,Kingsman: The Secret Service,7.6,10287,7.442071519385478
14,2015-02-13,Girlhouse,1500000,0,0,14191,"Drama, Romance, Thriller",21.229,Fifty Shades of Grey,5.4,6451,5.876309837908673
20,2011-07-29,The Smurfs,110000000,142614158,563749323,2497,"Action, Science Fiction, Thriller, Western",16.293,Cowboys & Aliens,5.5,3110,6.1876602746440055
20,2011-07-29,The Smurfs,110000000,142614158,563749323,2538,"Comedy, Drama, Romance",13.277,"Crazy, Stupid, Love.",7.2,4585,7.081556266061287
34,2011-07-29,Cowboys and Aliens,163000000,100368560,176038324,2497,"Action, Science Fiction, Thriller, Western",16.293,Cowboys & Aliens,5.5,3110,6.1876602746440055
34,2011-07-29,Cowboys and Aliens,163000000,100368560,176038324,2538,"Comedy, Drama, Romance",13.277,"Crazy, Stupid, Love.",7.2,4585,7.081556266061287
8,2011-07-29,"Crazy, Stupid, Love",50000000,84351197,147142328,2497,"Action, Science Fiction, Thriller, Western",16.293,Cowboys & Aliens,5.5,3110,6.1876602746440055
8,2011-07-29,"Crazy, Stupid, Love",50000000,84351197,147142328,2538,"Comedy, Drama, Romance",13.277,"Crazy, Stupid, Love.",7.2,4585,7.081556266061287
54,2011-07-29,The Guard,6000000,5359774,21197454,2497,"Action, Science Fiction, Thriller, Western",16.293,Cowboys & Aliens,5.5,3110,6.1876602746440055
54,2011-07-29,The Guard,6000000,5359774,21197454,2538,"Comedy, Drama, Romance",13.277,"Crazy, Stupid, Love.",7.2,4585,7.081556266061287
7,2011-07-29,Attack the Block,13000000,1024175,6459183,2497,"Action, Science Fiction, Thriller, Western",16.293,Cowboys & Aliens,5.5,3110,6.1876602746440055
7,2011-07-29,Attack the Block,13000000,1024175,6459183,2538,"Comedy, Drama, Romance",13.277,"Crazy, Stupid, Love.",7.2,4585,7.081556266061287
23,2011-07-29,The Devil's Double,19100000,1361512,5965646,2497,"Action, Science Fiction, Thriller, Western",16.293,Cowboys & Aliens,5.5,3110,6.1876602746440055
23,2011-07-29,The Devil's Double,19100000,1361512,5965646,2538,"Comedy, Drama, Romance",13.277,"Crazy, Stupid, Love.",7.2,4585,7.081556266061287
62,2011-07-29,The Future,1000000,568662,1239174,2497,"Action, Science Fiction, Thriller, Western",16.293,Cowboys & Aliens,5.5,3110,6.1876602746440055
62,2011-07-29,The Future,1000000,568662,1239174,2538,"Comedy, Drama, Romance",13.277,"Crazy, Stupid, Love.",7.2,4585,7.081556266061287
22,2011-07-29,The Harvest/La Cosecha,560000,3709,3709,2497,"Action, Science Fiction, Thriller, Western",16.293,Cowboys & Aliens,5.5,3110,6.1876602746440055
22,2011-07-29,The Harvest/La Cosecha,560000,3709,3709,2538,"Comedy, Drama, Romance",13.277,"Crazy, Stupid, Love.",7.2,4585,7.081556266061287
78,2017-03-10,Kong: Skull Island,185000000,168052812,561072059,20629,"Action, Adventure, Fantasy",29.388,Kong: Skull Island,6.3,6054,6.498984347037205
84,2012-06-29,Ted,50000000,218665740,556016627,5231,"Comedy, Fantasy",14.475,Ted,6.3,7727,6.467950431441675
88,2012-06-29,Magic Mike,7000000,113721571,170549753,5231,"Comedy, Fantasy",14.475,Ted,6.3,7727,6.467950431441675
14,2012-06-29,Tyler Perry's Madea's Witness Protection,20000000,65653242,66950887,5231,"Comedy, Fantasy",14.475,Ted,6.3,7727,6.467950431441675
60,2012-06-29,People Like Us,16000000,12431792,12617472,5231,"Comedy, Fantasy",14.475,Ted,6.3,7727,6.467950431441675
46,2011-10-28,Puss in Boots,130000000,149260504,554987477,2481,"Action, Thriller, Science Fiction",18.912,In Time,6.8,6245,6.8326235022255135
74,2011-10-28,In Time,35000000,37553932,165103952,2481,"Action, Thriller, Science Fiction",18.912,In Time,6.8,6245,6.8326235022255135
16,2011-10-28,The Rum Diary,45000000,13109815,21544732,2481,"Action, Thriller, Science Fiction",18.912,In Time,6.8,6245,6.8326235022255135
90,2011-10-28,Anonymous,27500000,4463292,15815509,2481,"Action, Thriller, Science Fiction",18.912,In Time,6.8,6245,6.8326235022255135
74,2011-10-28,Like Crazy,250000,3395391,3728400,2481,"Action, Thriller, Science Fiction",18.912,In Time,6.8,6245,6.8326235022255135
77,2012-06-22,Brave,185000000,237282182,554606532,5195,"Animation, Adventure, Comedy, Family, Action, Fantasy",18.908,Brave,6.9,8116,6.900144321525268
65,2012-06-22,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,5195,"Animation, Adventure, Comedy, Family, Action, Fantasy",18.908,Brave,6.9,8116,6.900144321525268
58,2012-06-22,To Rome with Love,21500000,16684352,74326015,5195,"Animation, Adventure, Comedy, Family, Action, Fantasy",18.908,Brave,6.9,8116,6.900144321525268
48,2012-06-22,Seeking a Friend for the End of the World,10000000,7078738,11766959,5195,"Animation, Adventure, Comedy, Family, Action, Fantasy",18.908,Brave,6.9,8116,6.900144321525268
8,1998-07-01,Armageddon,140000000,201578182,554600000,32,"Action, Thriller, Science Fiction, Adventure",15.799,Armageddon,6.7,4267,6.78278578203865
57,2014-12-25,American Sniper,58000000,350126372,547326372,11057,"War, Action",18.473,American Sniper,7.4,7658,7.2594111726472965
57,2014-12-25,American Sniper,58000000,350126372,547326372,11078,"Action, Comedy",15.501,The Interview,6.2,3579,6.519441294737022
77,2014-12-25,Into the Woods,56200000,128002372,213116401,11057,"War, Action",18.473,American Sniper,7.4,7658,7.2594111726472965
77,2014-12-25,Into the Woods,56200000,128002372,213116401,11078,"Action, Comedy",15.501,The Interview,6.2,3579,6.519441294737022
82,2014-12-25,Unbroken,65000000,115637895,163527824,11057,"War, Action",18.473,American Sniper,7.4,7658,7.2594111726472965
82,2014-12-25,Unbroken,65000000,115637895,163527824,11078,"Action, Comedy",15.501,The Interview,6.2,3579,6.519441294737022
23,2014-12-25,Big Eyes,10000000,14482031,27317872,11057,"War, Action",18.473,American Sniper,7.4,7658,7.2594111726472965
23,2014-12-25,Big Eyes,10000000,14482031,27317872,11078,"Action, Comedy",15.501,The Interview,6.2,3579,6.519441294737022
50,2010-07-09,Despicable Me,69000000,251513985,543464573,8,"Animation, Family, Comedy",23.673,Despicable Me,7.2,10057,7.131194323204019
35,2010-07-09,Predators,40000000,52000688,127234389,8,"Animation, Family, Comedy",23.673,Despicable Me,7.2,10057,7.131194323204019
87,2010-07-09,The Kids Are All Right,4000000,20811365,36275469,8,"Animation, Family, Comedy",23.673,Despicable Me,7.2,10057,7.131194323204019
13,2010-07-09,[Rec] 2,5600000,27766,18527766,8,"Animation, Family, Comedy",23.673,Despicable Me,7.2,10057,7.131194323204019
93,2016-05-27,X-Men: Apocalypse,178000000,155442489,542537546,17381,"Action, Adventure, Science Fiction, Fantasy",39.293,X-Men: Apocalypse,6.5,8348,6.6058868768130825
93,2016-05-27,X-Men: Apocalypse,178000000,155442489,542537546,17435,"Adventure, Family, Fantasy",16.642,Alice Through the Looking Glass,6.5,3803,6.676628587104935
26,2016-05-27,Alice Through the Looking Glass,170000000,77042381,276928112,17381,"Action, Adventure, Science Fiction, Fantasy",39.293,X-Men: Apocalypse,6.5,8348,6.6058868768130825
26,2016-05-27,Alice Through the Looking Glass,170000000,77042381,276928112,17435,"Adventure, Family, Fantasy",16.642,Alice Through the Looking Glass,6.5,3803,6.676628587104935
13,2015-03-13,Cinderella,95000000,201151353,534551353,14176,"Romance, Fantasy, Family, Drama",29.056,Cinderella,6.7,4517,6.780032496750683
70,2015-03-13,Run All Night,50000000,26461644,66961644,14176,"Romance, Fantasy, Family, Drama",29.056,Cinderella,6.7,4517,6.780032496750683
94,2015-03-13,It Follows,2000000,14674077,23250755,14176,"Romance, Fantasy, Family, Drama",29.056,Cinderella,6.7,4517,6.780032496750683
56,2015-03-13,The Lovers,35000000,0,53899,14176,"Romance, Fantasy, Family, Drama",29.056,Cinderella,6.7,4517,6.780032496750683
28,2015-03-13,Hross i oss,10000000,11894,11894,14176,"Romance, Fantasy, Family, Drama",29.056,Cinderella,6.7,4517,6.780032496750683
96,2015-03-13,Walter,700000,0,0,14176,"Romance, Fantasy, Family, Drama",29.056,Cinderella,6.7,4517,6.780032496750683
27,2015-12-25,The Revenant,135000000,183637894,532938302,14194,"Crime, Drama, Mystery, Western",20.681,The Hateful Eight,7.7,8065,7.483244851159048
27,2015-12-25,The Revenant,135000000,183637894,532938302,14203,"Western, Drama, Adventure",19.41,The Revenant,7.4,11064,7.293458779726597
88,2015-12-25,Daddyâs Home,50000000,150357137,242757137,14194,"Crime, Drama, Mystery, Western",20.681,The Hateful Eight,7.7,8065,7.483244851159048
88,2015-12-25,Daddyâs Home,50000000,150357137,242757137,14203,"Western, Drama, Adventure",19.41,The Revenant,7.4,11064,7.293458779726597
33,2015-12-25,The Hateful Eight,62000000,54117416,147864886,14194,"Crime, Drama, Mystery, Western",20.681,The Hateful Eight,7.7,8065,7.483244851159048
33,2015-12-25,The Hateful Eight,62000000,54117416,147864886,14203,"Western, Drama, Adventure",19.41,The Revenant,7.4,11064,7.293458779726597
100,2015-12-25,Point Break,100000000,28782481,126704591,14194,"Crime, Drama, Mystery, Western",20.681,The Hateful Eight,7.7,8065,7.483244851159048
100,2015-12-25,Point Break,100000000,28782481,126704591,14203,"Western, Drama, Adventure",19.41,The Revenant,7.4,11064,7.293458779726597
88,2015-12-25,Joy,60000000,56451232,101134059,14194,"Crime, Drama, Mystery, Western",20.681,The Hateful Eight,7.7,8065,7.483244851159048
88,2015-12-25,Joy,60000000,56451232,101134059,14203,"Western, Drama, Adventure",19.41,The Revenant,7.4,11064,7.293458779726597
80,2015-12-25,Concussion,35000000,34531832,50363790,14194,"Crime, Drama, Mystery, Western",20.681,The Hateful Eight,7.7,8065,7.483244851159048
80,2015-12-25,Concussion,35000000,34531832,50363790,14203,"Western, Drama, Adventure",19.41,The Revenant,7.4,11064,7.293458779726597
41,2014-05-16,Godzilla,160000000,200676069,529076069,11041,"Action, Drama, Science Fiction",24.982,Godzilla,6.1,5053,6.3982247954892415
41,2014-05-16,Godzilla,160000000,200676069,529076069,11072,"Romance, Drama",16.03,The Fault in Our Stars,7.6,7236,7.394998464055772
17,2014-05-16,Million Dollar Arm,25000000,36447959,39217912,11041,"Action, Drama, Science Fiction",24.982,Godzilla,6.1,5053,6.3982247954892415
17,2014-05-16,Million Dollar Arm,25000000,36447959,39217912,11072,"Romance, Drama",16.03,The Fault in Our Stars,7.6,7236,7.394998464055772
72,2014-05-16,The Immigrant,16000000,2013456,7585011,11041,"Action, Drama, Science Fiction",24.982,Godzilla,6.1,5053,6.3982247954892415
72,2014-05-16,The Immigrant,16000000,2013456,7585011,11072,"Romance, Drama",16.03,The Fault in Our Stars,7.6,7236,7.394998464055772
43,2015-07-17,Ant-Man,130000000,180202163,518858449,14171,"Science Fiction, Action, Adventure",32.715,Ant-Man,7.1,11949,7.059970852771079
36,2015-07-17,Trainwreck,35000000,110212700,141123897,14171,"Science Fiction, Action, Adventure",32.715,Ant-Man,7.1,11949,7.059970852771079
86,2015-07-17,Bajrangi Bhaijaan,13000000,8178001,121778347,14171,"Science Fiction, Action, Adventure",32.715,Ant-Man,7.1,11949,7.059970852771079
2,2015-07-17,Dawn of the Crescent Moon,75000,8799,8799,14171,"Science Fiction, Action, Adventure",32.715,Ant-Man,7.1,11949,7.059970852771079
71,2017-03-31,The Boss Baby,125000000,175003033,510878762,20656,"Action, Science Fiction, Thriller, Drama",21.308000000000003,Ghost in the Shell,6.0,5128,6.332382416101731
71,2017-03-31,The Boss Baby,125000000,175003033,510878762,21082,"Animation, Comedy, Family",7.445,The Boss Baby,6.4,4314,6.605305479638347
40,2017-03-31,Ghost in the Shell,110000000,40563557,167910690,20656,"Action, Science Fiction, Thriller, Drama",21.308000000000003,Ghost in the Shell,6.0,5128,6.332382416101731
