Movie ID,Primary Title,Movie Length,Genres,Average Rating,Num of Votes,Primary Name,Position
tt6484982,Newton,106.0,Drama,7.7,12734,Raghuvir Yadav,actor
tt1839596,Rockstar,159.0,"Drama,Music,Musical",7.7,34727,Shammi Kapoor,actor
tt2582846,The Fault in Our Stars,126.0,"Drama,Romance",7.7,315135,Laura Dern,actress
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),119.0,"Comedy,Drama",7.7,519417,Michael Keaton,actor
tt2855648,Madras Cafe,130.0,"Action,Drama,Thriller",7.7,20876,John Abraham,actor
tt0470752,Ex Machina,108.0,"Drama,Mystery,Sci-Fi",7.7,424542,Geoff Barrow,composer
tt1754656,The Little Prince,108.0,"Adventure,Animation,Drama",7.7,50015,Jeff Bridges,actor
tt5362988,Wind River,107.0,"Crime,Drama,Mystery",7.7,169007,Peter Berg,producer
tt4284010,"What Happened, Miss Simone?",101.0,"Biography,Documentary,Music",7.6,10251,Igor Martinovic,cinematographer
tt1340107,In a Better World,118.0,"Drama,Romance",7.6,36553,Susanne Bier,director
tt3029556,Rurouni Kenshin Part III: The Legend Ends,134.0,"Action,Adventure,Drama",7.6,7504,Tatsuya Fujiwara,actor
tt6299040,The Ghazi Attack,116.0,"Action,Thriller,War",7.6,9813,Gunnam Gangaraju,writer
tt4481414,Gifted,101.0,Drama,7.6,82426,Tom Flynn,writer
tt5607714,On Body and Soul,116.0,"Drama,Fantasy,Mystery",7.6,18985,Ildikó Enyedi,director
tt5083738,The Favourite,119.0,"Biography,Drama,History",7.6,116011,Rachel Weisz,actress
tt3138782,The Miracle,136.0,"Drama,Romance",7.6,8046,Talat Bulut,actor
tt2625030,New World,134.0,"Crime,Drama",7.6,17536,Min-sik Choi,actor
tt2213054,Kai po che!,120.0,"Drama,Sport",7.6,24476,Abhishek Kapoor,director
tt1393746,Aftershock,135.0,Drama,7.6,8205,Daoming Chen,actor
tt2713180,Fury,134.0,"Action,Drama,War",7.6,381993,Brad Pitt,actor
tt1189073,The Skin I Live In,120.0,"Drama,Horror,Thriller",7.6,123434,Antonio Banderas,actor
tt1276419,A Royal Affair,137.0,"Biography,Drama,History",7.6,40993,Trine Dyrholm,actress
tt3698408,Coming Soon,134.0,Comedy,7.6,28001,Zafer Algöz,actor
tt1250777,Kick-Ass,117.0,"Action,Comedy",7.6,497363,Nicolas Cage,actor
tt0840361,The Town,125.0,"Crime,Drama,Thriller",7.6,322524,Ben Affleck,actor
tt5946128,Dear Zindagi,151.0,"Drama,Romance",7.6,31809,Karan Johar,producer
tt3073256,Nisshartho Bhalobasha: What is Love!,151.0,"Action,Comedy,Drama",7.6,8291,Abdur Razzak,actor
tt1937149,The Body,108.0,"Mystery,Thriller",7.6,44373,Jose Coronado,actor
tt2258281,Beyond the Hills,152.0,Drama,7.6,10611,Cristian Mungiu,director
tt3521164,Moana,107.0,"Adventure,Animation,Comedy",7.6,224253,Ron Clements,director
tt1386932,Ip Man 2,108.0,"Action,Drama,Sport",7.6,86626,Sammo Kam-Bo Hung,actor
tt3767372,Piku,123.0,"Comedy,Drama",7.6,24878,Amitabh Bachchan,actor
tt1410063,The Flowers of War,146.0,"Drama,History,Romance",7.6,45784,Christian Bale,actor
tt1403865,True Grit,110.0,"Adventure,Drama,Western",7.6,284034,Jeff Bridges,actor
tt0816442,The Book Thief,131.0,"Drama,War",7.6,119023,Geoffrey Rush,actor
tt1855199,End of Watch,109.0,"Action,Crime,Drama",7.6,211308,David Ayer,director
tt2036416,You Are the Apple of My Eye,109.0,"Comedy,Drama,Romance",7.6,8312,Shao-Wen Hao,actor
tt4195278,Telling Tales,103.0,"Comedy,Fantasy,Romance",7.6,12965,Necati Akpinar,producer
tt5310090,Saala Khadoos,109.0,"Action,Drama,Sport",7.6,10178,Rajkumar Hirani,producer
tt7282468,Burning,148.0,"Drama,Mystery",7.6,22671,Chang-dong Lee,director
tt6206564,Trapped,105.0,"Action,Drama,Thriller",7.6,7683,Vikramaditya Motwane,director
tt1485796,The Greatest Showman,105.0,"Biography,Drama,Musical",7.6,199663,Jenny Bicks,writer
tt1322385,Submarino,105.0,Drama,7.6,8705,Jakob Cedergren,actor
tt1318514,Rise of the Planet of the Apes,105.0,"Action,Drama,Sci-Fi",7.6,473020,Pierre Boulle,writer
tt6752992,Happy as Lazzaro,128.0,"Drama,Fantasy",7.6,7795,Carlo Cresto-Dina,producer
tt6499752,Upgrade,100.0,"Action,Sci-Fi,Thriller",7.6,104978,Jason Blum,producer
tt2386490,How to Train Your Dragon: The Hidden World,104.0,"Action,Adventure,Animation",7.6,60769,F. Murray Abraham,actor
tt1854513,Blancanieves,104.0,"Drama,Fantasy",7.6,9746,Pablo Berger,director
tt4727512,Srimanthudu,158.0,"Action,Drama",7.6,9798,Jagapathi Babu,actor
tt2103281,Dawn of the Planet of the Apes,130.0,"Action,Adventure,Drama",7.6,390199,Gary Oldman,actor
tt1707386,Les Misérables,158.0,"Drama,History,Musical",7.6,285971,Russell Crowe,actor
tt7533152,The Boy Who Harnessed the Wind,113.0,Drama,7.6,10725,Dick Pope,cinematographer
tt1210166,Moneyball,133.0,"Biography,Drama,Sport",7.6,326657,Brad Pitt,actor
tt2617828,Free Fall,100.0,"Drama,Romance",7.6,15960,Attila Borlan,actor
tt1649419,The Impossible,114.0,"Drama,History,Thriller",7.6,177762,Ewan McGregor,actor
tt3042408,Who Am I,102.0,"Crime,Drama,Mystery",7.6,40319,Antoine Monot Jr.,actor
tt2802154,Leviathan,140.0,"Crime,Drama",7.6,43214,Philip Glass,composer
tt2359810,Raanjhanaa,140.0,"Drama,Romance",7.6,26828,A.R. Rahman,composer
tt3890160,Baby Driver,113.0,"Action,Crime,Drama",7.6,363977,Tim Bevan,producer
tt1436045,13 Assassins,141.0,"Action,Adventure,Drama",7.6,58142,Kaneo Ikegami,writer
tt2582782,Hell or High Water,102.0,"Action,Crime,Drama",7.6,176469,Jeff Bridges,actor
tt1979319,Rurouni Kenshin Part I: Origins,134.0,"Action,Drama,History",7.6,18017,Eric Vale,actor
tt3721954,Maudie,115.0,"Biography,Drama,Romance",7.6,11427,Ethan Hawke,actor
tt3076658,Creed,133.0,"Drama,Sport",7.6,224671,Sylvester Stallone,actor
tt5462602,The Big Sick,120.0,"Comedy,Drama,Romance",7.6,104008,Holly Hunter,actress
tt3447364,Detective Byomkesh Bakshy!,139.0,"Action,Mystery,Thriller",7.6,14249,Saradindu Bandopadhyay,writer
tt2378281,Instructions Not Included,115.0,"Comedy,Drama",7.6,26866,Eugenio Derbez,actor
tt1934231,Delhi Belly,103.0,"Action,Comedy,Crime",7.6,24622,Aamir Khan,producer
tt3397884,Sicario,121.0,"Action,Crime,Drama",7.6,328548,Josh Brolin,actor
tt5649144,The Florida Project,111.0,Drama,7.6,72193,Willem Dafoe,actor
tt1899353,The Raid: Redemption,101.0,"Action,Thriller",7.6,175968,Mike Shinoda,composer
tt3682448,Bridge of Spies,142.0,"Drama,History,Thriller",7.6,263004,Tom Hanks,actor
tt5164432,"Love, Simon",110.0,"Comedy,Drama,Romance",7.6,81575,Jennifer Garner,actress
tt4229236,Cobain: Montage of Heck,145.0,"Animation,Biography,Documentary",7.6,26068,Eric Alan Edwards,cinematographer
tt3756788,Our Little Sister,127.0,"Drama,Family",7.5,9728,Akimi Yoshida,writer
tt5580036,"I, Tonya",120.0,"Biography,Comedy,Drama",7.5,141668,Allison Janney,actress
tt4540710,Miss Sloane,132.0,"Drama,Thriller",7.5,52788,John Madden,director
tt4897822,Where to Invade Next,120.0,"Comedy,Documentary",7.5,21497,Tia Lessin,producer
tt1515091,Sherlock Holmes: A Game of Shadows,129.0,"Action,Adventure,Crime",7.5,394189,Jude Law,actor
tt3316960,Still Alice,101.0,Drama,7.5,116832,Julianne Moore,actress
tt6908274,Mirage,128.0,"Drama,Mystery,Romance",7.5,17318,Mercedes Gamero,producer
tt1020072,Selma,128.0,"Biography,Drama,History",7.5,77633,Tim Roth,actor
tt0453562,42,128.0,"Biography,Drama,Sport",7.5,77703,Harrison Ford,actor
tt4425200,John Wick: Chapter 2,122.0,"Action,Crime,Thriller",7.5,290053,Keanu Reeves,actor
tt5713232,Madaari,133.0,"Adventure,Drama,Thriller",7.5,11007,Irrfan Khan,actor
tt5776858,Phantom Thread,130.0,"Drama,Romance",7.5,86061,Daniel Day-Lewis,actor
tt1091191,Lone Survivor,121.0,"Action,Biography,Drama",7.5,246641,Mark Wahlberg,actor
tt2140373,Saving Mr. Banks,125.0,"Biography,Comedy,Drama",7.5,140678,Tom Hanks,actor
tt2053425,Rust and Bone,120.0,"Drama,Romance",7.5,58887,Jacques Audiard,director
tt0437086,Alita: Battle Angel,122.0,"Action,Adventure,Sci-Fi",7.5,88207,James Cameron,writer
tt3678782,Badlapur,134.0,"Action,Crime,Drama",7.5,19336,Saif Ali Khan,producer
tt2250912,Spider-Man: Homecoming,133.0,"Action,Adventure,Sci-Fi",7.5,426302,Robert Downey Jr.,actor
tt0970179,Hugo,126.0,"Adventure,Drama,Family",7.5,284869,Johnny Depp,producer
tt3203606,Trumbo,124.0,"Biography,Drama",7.5,68840,Diane Lane,actress
tt1438298,Guzaarish,126.0,Drama,7.5,15402,Hrithik Roshan,actor
tt1433811,Disconnect,115.0,"Drama,Thriller",7.5,70051,Jason Bateman,actor
tt3416532,A Monster Calls,108.0,"Animation,Drama,Fantasy",7.5,70416,Sigourney Weaver,actress
tt1677720,Ready Player One,140.0,"Action,Adventure,Sci-Fi",7.5,301660,Steven Spielberg,director
tt1668191,Hunting Season,140.0,"Crime,Drama,Mystery",7.5,27146,Gulengul Arliel,producer
tt7919680,Karwaan,114.0,"Comedy,Drama",7.5,8456,Amala Akkineni,actress
tt4209788,Molly's Game,140.0,"Biography,Crime,Drama",7.5,104786,Kevin Costner,actor
tt3450958,War for the Planet of the Apes,140.0,"Action,Adventure,Drama",7.5,201943,Woody Harrelson,actor
tt1211837,Doctor Strange,115.0,"Action,Adventure,Fantasy",7.5,514510,Scott Derrickson,director
tt5229228,61 Days,115.0,"Comedy,Drama",7.5,9001,Mirsad Herovic,cinematographer
tt7700730,October,115.0,"Drama,Romance",7.5,10327,Shantanu Moitra,composer
tt2042568,Inside Llewyn Davis,104.0,"Drama,Music",7.5,123759,John Goodman,actor
tt1332134,King of Devil's Island,116.0,"Action,Drama",7.5,16289,Stellan Skarsgård,actor
tt2294629,Frozen,102.0,"Adventure,Animation,Comedy",7.5,516998,Hans Christian Andersen,writer
tt1705772,Mankatha,155.0,"Action,Crime,Thriller",7.5,11587,Ajith Kumar,actor
tt3808342,Son of Saul,107.0,"Drama,War",7.5,39232,Mátyás Erdély,cinematographer
tt3495030,Dum Laga Ke Haisha,110.0,"Comedy,Drama,Romance",7.5,15017,Anu Malik,composer
tt4192740,Limonata,110.0,"Comedy,Drama",7.5,8960,Ertan Saban,actor
tt0446029,Scott Pilgrim vs. the World,112.0,"Action,Comedy,Fantasy",7.5,339338,Kieran Culkin,actor
tt1242460,We Need to Talk About Kevin,112.0,"Drama,Mystery,Thriller",7.5,123619,John C. Reilly,actor
tt1457767,The Conjuring,112.0,"Horror,Mystery,Thriller",7.5,397233,Lili Taylor,actress
tt1951264,The Hunger Games: Catching Fire,146.0,"Action,Adventure,Sci-Fi",7.5,575455,Philip Seymour Hoffman,actor
tt1668200,Sarah's Key,111.0,"Drama,War",7.5,15067,Kristin Scott Thomas,actress
tt1422032,Even the Rain,103.0,"Drama,History",7.5,11805,Icíar Bollaín,director
tt6135348,BPM (Beats Per Minute),143.0,Drama,7.5,10507,Robin Campillo,director
tt1772424,Where Do We Go Now?,110.0,"Comedy,Drama",7.5,10405,Anne-Dominique Toussaint,producer
tt0451279,Wonder Woman,141.0,"Action,Adventure,Fantasy",7.5,487527,Robin Wright,actress
tt5029608,Frantz,113.0,"Drama,History,Romance",7.5,10609,Reginald Berkeley,writer
tt5221584,Aquarius,146.0,Drama,7.5,15251,Sônia Braga,actress
tt1164999,Biutiful,148.0,"Drama,Romance",7.5,80382,Javier Bardem,actor
tt2381111,Brooklyn,117.0,"Drama,Romance",7.5,117021,Jim Broadbent,actor
tt1756476,Dookudu,170.0,"Action,Comedy",7.5,11792,Srinivasa Rao Kota,actor
tt6217608,The Rider,104.0,"Drama,Western",7.5,9811,Bert Hamelinck,producer
tt7349662,BlacKkKlansman,135.0,"Biography,Crime,Drama",7.5,149005,Spike Lee,director
tt5700672,Train to Busan,118.0,"Action,Horror,Thriller",7.5,109448,Su-an Kim,actress
tt6967980,Bareilly Ki Barfi,116.0,"Comedy,Romance",7.5,13239,Pankaj Tripathi,actor
tt1489887,Booksmart,102.0,Comedy,7.5,17529,Jason Sudeikis,actor
tt2621000,Jolly LLB,135.0,"Comedy,Drama",7.5,14547,Arshad Warsi,actor
tt4550098,Nocturnal Animals,116.0,"Drama,Thriller",7.5,205240,Robert Salerno,producer
tt1798243,Rudderless,105.0,"Comedy,Drama,Music",7.5,16303,William H. Macy,director
tt1343703,Fortress of War,138.0,"Action,Drama,History",7.5,7970,Aleksey Dudarev,writer
tt1640680,Armadillo,105.0,"Documentary,War",7.5,8906,Per K. Kirkegaard,editor
tt1229238,Mission: Impossible - Ghost Protocol,132.0,"Action,Adventure,Thriller",7.4,428142,Tom Cruise,actor
tt2381249,Mission: Impossible - Rogue Nation,131.0,"Action,Adventure,Thriller",7.4,311704,Tom Cruise,actor
tt1821593,Bullhead,129.0,"Crime,Drama",7.4,20708,Alain Dessauvage,editor
tt2097298,"McFarland, USA",129.0,"Biography,Drama,Sport",7.4,31735,Kevin Costner,actor
tt0448115,Shazam!,132.0,"Action,Adventure,Comedy",7.4,109051,Darren Lemke,writer
tt6450186,I Can Only Imagine,110.0,"Biography,Drama,Family",7.4,11439,Dennis Quaid,actor
tt1219289,Limitless,105.0,"Mystery,Sci-Fi,Thriller",7.4,492490,Robert De Niro,actor
tt1964624,In the House,105.0,"Drama,Mystery,Thriller",7.4,27285,Kristin Scott Thomas,actress
tt4936450,Graduation,128.0,"Crime,Drama",7.4,10355,Lia Bugnar,actress
tt7363076,Raid,122.0,"Action,Crime,Drama",7.4,11979,Ajay Devgn,actor
tt1371111,Cloud Atlas,172.0,"Action,Drama,Mystery",7.4,326473,Tom Hanks,actor
tt1727388,The Way Way Back,103.0,"Comedy,Drama",7.4,132642,Toni Collette,actress
tt6139732,Aladdin,128.0,"Adventure,Comedy,Family",7.4,57549,Will Smith,actor
tt2652092,The Good Lie,110.0,"Biography,Drama",7.4,25232,Ron Howard,producer
tt1441912,The Way,123.0,"Adventure,Comedy,Drama",7.4,27811,Emilio Estevez,actor
tt4555426,Darkest Hour,125.0,"Biography,Drama,History",7.4,136546,Gary Oldman,actor
tt2674426,Me Before You,106.0,"Drama,Romance",7.4,174567,Charles Dance,actor
tt2567712,Starred Up,106.0,"Crime,Drama",7.4,39319,Gillian Berrie,producer
tt4025514,Suburra,130.0,"Crime,Drama,Thriller",7.4,14872,Claudio Amendola,actor
tt1810683,Little Boy,106.0,"Drama,History,War",7.4,20945,Michael Rapaport,actor
tt3521126,The Disaster Artist,104.0,"Biography,Comedy,Drama",7.4,111737,Vince Jolivette,producer
tt6173990,Gold,151.0,"Drama,History,Sport",7.4,9361,Javed Akhtar,writer
tt2884206,I Origins,106.0,"Drama,Romance,Sci-Fi",7.4,104718,Hunter Gray,producer
tt5215952,The Wailing,156.0,"Horror,Mystery,Thriller",7.4,35486,Kyung-pyo Hong,cinematographer
tt1980929,Begin Again,104.0,"Comedy,Drama,Music",7.4,129884,Judd Apatow,producer
tt6697582,Arif V 216,125.0,"Comedy,Sci-Fi",7.4,26404,Ozan Güven,actor
tt1935179,Mud,130.0,Drama,7.4,156786,Matthew McConaughey,actor
tt3040964,The Jungle Book,106.0,"Adventure,Drama,Family",7.4,240821,Bill Murray,actor
tt4341582,Queen of Katwe,124.0,"Biography,Drama,Sport",7.4,13039,John B. Carls,producer
tt1790885,Zero Dark Thirty,157.0,"Drama,Thriller",7.4,251072,Kathryn Bigelow,director
tt0443272,Lincoln,150.0,"Biography,Drama,History",7.4,228701,Steven Spielberg,director
tt3202202,Palm Trees in the Snow,163.0,"Drama,Romance",7.4,8152,Mercedes Gamero,producer
tt3606888,A Street Cat Named Bob,103.0,"Biography,Comedy,Drama",7.4,23204,Roger Spottiswoode,director
tt1798684,Southpaw,124.0,"Drama,Sport",7.4,199783,Forest Whitaker,actor
tt1289403,The Guernsey Literary and Potato Peel Pie Society,124.0,"Drama,History,Romance",7.4,22443,Mike Newell,director
tt4048272,Toni Erdmann,162.0,"Comedy,Drama",7.4,38095,Maren Ade,director
tt2222394,The Noble Family,108.0,Comedy,7.4,8269,Karla Souza,actress
tt1396226,Twice Born,127.0,"Drama,Romance,War",7.4,14630,Penélope Cruz,actress
tt2556308,Holiday,160.0,"Action,Thriller",7.4,23132,Akshay Kumar,actor
tt1083452,Eddie the Eagle,106.0,"Biography,Comedy,Drama",7.4,75331,Dexter Fletcher,director
tt5932728,The Professor and the Madman,124.0,"Biography,Drama,Mystery",7.4,10383,Mel Gibson,actor
tt1550312,Café de Flore,120.0,"Drama,Romance",7.4,13733,Pierre Cottereau,cinematographer
tt2911666,John Wick,101.0,"Action,Crime,Thriller",7.4,449942,Keanu Reeves,actor
tt3065204,The Conjuring 2,134.0,"Drama,Horror,Mystery",7.4,194543,Rob Cowan,producer
tt2059255,No,118.0,Drama,7.4,21464,Gael García Bernal,actor
tt1276104,Looper,113.0,"Action,Crime,Drama",7.4,500595,Bruce Willis,actor
tt0903657,Love & Mercy,121.0,"Biography,Drama,Music",7.4,32238,John Cusack,actor
tt1872194,The Judge,141.0,"Crime,Drama",7.4,162952,Robert Downey Jr.,actor
tt1213641,First Man,141.0,"Biography,Drama,History",7.4,120009,Kyle Chandler,actor
tt5247022,Paterson,118.0,"Comedy,Drama,Romance",7.4,55285,Jim Jarmusch,director
tt5078204,Two Is a Family,118.0,"Comedy,Drama",7.4,17693,Eugenio Derbez,writer
tt2396589,Mudbound,134.0,"Drama,War",7.4,33825,Jason Clarke,actor
tt1198156,You're Not You,102.0,Drama,7.4,22156,Emmy Rossum,actress
tt2234003,Calvary,102.0,Drama,7.4,52266,Patrick Cassidy,composer
tt1570728,"Crazy, Stupid, Love.",118.0,"Comedy,Drama,Romance",7.4,436830,Julianne Moore,actress
tt1458175,The Next Three Days,133.0,"Action,Crime,Drama",7.4,168066,Russell Crowe,actor
tt4572514,Patriots Day,133.0,"Action,Crime,Drama",7.4,76204,Mark Wahlberg,actor
tt7401588,Instant Family,118.0,"Comedy,Drama",7.4,46728,Mark Wahlberg,actor
tt1395054,Once Upon a Time in Mumbai,134.0,"Action,Crime,Drama",7.4,14681,Ajay Devgn,actor
tt5390504,Detroit,143.0,"Crime,Drama,History",7.4,40309,Kathryn Bigelow,director
tt4975722,Moonlight,111.0,Drama,7.4,227964,Dede Gardner,producer
tt3300980,The 12th Man,135.0,"Drama,History,Thriller",7.4,12071,Jonathan Rhys Meyers,actor
tt1120985,Blue Valentine,112.0,"Drama,Romance",7.4,170089,Derek Cianfrance,director
tt1533117,Let the Bullets Fly,132.0,"Action,Comedy,Western",7.4,8234,Yun-Fat Chow,actor
tt1229822,Jane Eyre,120.0,"Drama,Romance",7.4,74998,Jamie Bell,actor
tt2310332,The Hobbit: The Battle of the Five Armies,144.0,"Adventure,Fantasy",7.4,438621,Cate Blanchett,actress
tt3799694,The Nice Guys,116.0,"Action,Comedy,Crime",7.4,240337,Russell Crowe,actor
tt1396484,It,135.0,"Horror,Thriller",7.4,359123,Stephen King,writer
tt1675192,Take Shelter,121.0,"Drama,Horror,Thriller",7.4,83200,Sophia Lin,producer
tt2404181,Belle,100.0,"Biography,Drama,Romance",7.4,25780,Miranda Richardson,actress
tt1638355,The Man from U.N.C.L.E.,116.0,"Action,Adventure,Comedy",7.3,240606,Guy Ritchie,director
tt3547740,La Famille Bélier,106.0,"Comedy,Drama,Music",7.3,21866,Thomas Bidegain,writer
tt1212450,Lawless,116.0,"Crime,Drama",7.3,214055,Guy Pearce,actor
tt3967856,Okja,120.0,"Action,Adventure,Drama",7.3,71875,Joon-ho Bong,director
tt3416744,The End of the Tour,106.0,"Biography,Drama",7.3,25923,Anna Chlumsky,actress
tt3142872,A Small September Affair,106.0,"Drama,Mystery,Romance",7.3,7616,Aylin Tinel,editor
tt0478970,Ant-Man,117.0,"Action,Adventure,Comedy",7.3,501213,Michael Douglas,actor
tt3253930,Marshland,105.0,"Crime,Horror,Mystery",7.3,26372,José Antonio Félez,producer
tt2140479,The Accountant,128.0,"Action,Crime,Drama",7.3,233022,Ben Affleck,actor
tt2121382,Force Majeure,120.0,"Comedy,Drama",7.3,41818,Philippe Bober,producer
tt7784604,Hereditary,127.0,"Drama,Horror,Mystery",7.3,151571,Gabriel Byrne,actor
tt1441953,Testament of Youth,129.0,"Biography,Drama,History",7.3,23632,David Heyman,producer
tt1431181,Another Year,129.0,"Comedy,Drama",7.3,26273,Jim Broadbent,actor
tt1226837,Beautiful Boy,120.0,"Biography,Drama",7.3,30368,Maura Tierney,actress
tt4846232,Good Time,101.0,"Crime,Drama,Thriller",7.3,52305,Jennifer Jason Leigh,actress
tt4385888,20th Century Women,119.0,"Comedy,Drama",7.3,32057,Annette Bening,actress
tt3671542,Holding the Man,127.0,"Biography,Drama,Romance",7.3,8642,Neil Armfield,director
tt1189340,The Lincoln Lawyer,118.0,"Crime,Drama,Thriller",7.3,196109,Matthew McConaughey,actor
tt4575576,Christopher Robin,104.0,"Adventure,Animation,Comedy",7.3,52737,Ewan McGregor,actor
tt4116284,The Lego Batman Movie,104.0,"Action,Animation,Comedy",7.3,116433,Ralph Fiennes,actor
tt1661420,Polisse,127.0,"Crime,Drama",7.3,12506,Stephen Warbeck,composer
tt1020773,Certified Copy,106.0,"Drama,Romance",7.3,18210,Juliette Binoche,actress
tt4972582,Split,117.0,"Horror,Thriller",7.3,358543,Marc Bienstock,producer
tt1345777,Ishqiya,118.0,"Comedy,Drama,Romance",7.3,9183,Vishal Bhardwaj,writer
tt0983193,The Adventures of Tintin,107.0,"Action,Adventure,Animation",7.3,202430,Steven Spielberg,director
tt1807950,Love Likes Coincidences,118.0,"Drama,Romance",7.3,15530,Altan Erkekli,actor
tt2170593,St. Vincent,102.0,"Comedy,Drama",7.3,89372,Bill Murray,actor
tt3495000,Mardaani,113.0,"Action,Crime,Drama",7.3,9386,Aditya Chopra,producer
tt1405810,Loose Cannons,110.0,"Comedy,Drama,Romance",7.3,10462,Maurizio Calvesi,cinematographer
tt1313092,Animal Kingdom,113.0,"Crime,Drama",7.3,51576,Guy Pearce,actor
tt5580390,The Shape of Water,123.0,"Adventure,Drama,Fantasy",7.3,308112,Alexandre Desplat,composer
tt5536610,Private Life,123.0,"Comedy,Drama",7.3,10125,Brian A. Kates,editor
tt1836912,Shaitan,121.0,"Action,Crime,Drama",7.3,7503,Bejoy Nambiar,director
tt1925421,Elena,109.0,"Crime,Drama,Thriller",7.3,11307,Philip Glass,composer
tt0359950,The Secret Life of Walter Mitty,114.0,"Adventure,Comedy,Drama",7.3,275300,Ben Stiller,actor
tt3312830,Youth,124.0,"Comedy,Drama,Music",7.3,64418,Harvey Keitel,actor
tt2179121,What's in a Name?,109.0,"Comedy,Drama",7.3,13735,Valérie Benguigui,actress
tt2404425,Woman in Gold,109.0,"Biography,Drama,History",7.3,48501,Helen Mirren,actress
tt1412386,The Best Exotic Marigold Hotel,124.0,"Comedy,Drama,Romance",7.3,85811,Judi Dench,actress
tt4633690,Shot Caller,121.0,"Crime,Drama,Thriller",7.3,58962,Ric Roman Waugh,director
tt2465578,Human Capital,111.0,Drama,7.3,10468,Fabrizio Bentivoglio,actor
tt2980648,The Hundred-Foot Journey,122.0,"Comedy,Drama",7.3,69562,Steven Spielberg,producer
tt3488710,The Walk,123.0,"Adventure,Biography,Drama",7.3,109714,Robert Zemeckis,director
tt1714915,Only Lovers Left Alive,123.0,"Comedy,Drama,Fantasy",7.3,80984,John Hurt,actor
tt3825638,Labyrinth of Lies,124.0,"Drama,History",7.3,10435,Jakob Claussen,producer
tt1756750,Starbuck,109.0,"Comedy,Drama,Romance",7.3,15146,Yvann Thibaudeau,editor
tt1453405,Monsters University,104.0,"Adventure,Animation,Comedy",7.3,291887,Steve Buscemi,actor
tt2057392,Eye in the Sky,102.0,"Drama,Thriller,War",7.3,72301,Colin Firth,producer
tt1784575,The Parade,115.0,"Comedy,Drama",7.3,10747,Srdjan Dragojevic,director
tt1878870,The Edge of Seventeen,104.0,"Comedy,Drama",7.3,87602,James L. Brooks,producer
tt1972663,Into the Abyss,107.0,"Crime,Documentary,Drama",7.3,14885,Werner Herzog,self
tt4370784,The Innocents,115.0,"Drama,History",7.3,7987,Eric Altmayer,producer
tt1670345,Now You See Me,115.0,"Crime,Mystery,Thriller",7.3,553156,Woody Harrelson,actor
tt3922798,The Siege of Jadotville,108.0,"Action,Biography,Drama",7.3,23979,Kevin Brodbin,writer
tt2883512,Chef,114.0,"Adventure,Comedy,Drama",7.3,173270,Dustin Hoffman,actor
tt3233418,Spare Parts,114.0,Drama,7.3,9694,Jamie Lee Curtis,actress
tt1646959,Bedevilled,115.0,"Drama,Horror,Thriller",7.3,11554,Yeong-hie Seo,actress
tt3754940,Truman,108.0,"Comedy,Drama",7.3,10160,Tomàs Aragay,writer
tt1033575,The Descendants,115.0,"Comedy,Drama",7.3,223464,George Clooney,actor
tt6768578,Dogman,103.0,"Crime,Drama,Thriller",7.3,13486,Ugo Chiti,writer
tt4015500,The Tale,114.0,"Drama,Mystery,Thriller",7.3,10178,Laura Dern,actress
tt6412452,The Ballad of Buster Scruggs,133.0,"Comedy,Drama,Musical",7.3,87418,Clancy Brown,actor
tt5662932,Raman Raghav 2.0,133.0,"Crime,Drama,Thriller",7.3,10563,Vikramaditya Motwane,producer
tt1817273,The Place Beyond the Pines,140.0,"Crime,Drama,Thriller",7.3,226765,Derek Cianfrance,director
tt1417075,In Darkness,145.0,"Drama,War",7.3,9328,Agnieszka Holland,director
tt1787988,Talaash,140.0,"Crime,Drama,Mystery",7.3,36306,Kareena Kapoor,actress
tt2179136,American Sniper,133.0,"Action,Biography,Drama",7.3,401915,Clint Eastwood,director
tt1230385,The Yellow Sea,157.0,"Action,Drama,Thriller",7.3,16246,Young-gyu Jang,composer
tt1596343,Fast Five,130.0,"Action,Crime,Thriller",7.3,329892,Vin Diesel,actor
tt5255710,Sanam Teri Kasam,154.0,"Drama,Musical,Romance",7.3,8246,Vijay Raaz,actor
tt1023114,The Way Back,133.0,"Adventure,Drama,History",7.3,102126,Ed Harris,actor
tt5982852,Jolly LLB 2,137.0,"Comedy,Drama",7.3,18968,Annu Kapoor,actor
tt1907668,Flight,138.0,"Drama,Thriller",7.3,303009,Denzel Washington,actor
tt4172430,13 Hours,144.0,"Action,Drama,History",7.3,103625,Michael Bay,director
tt5580266,The Hate U Give,133.0,"Crime,Drama",7.3,17583,Wyck Godfrey,producer
tt3183660,Fantastic Beasts and Where to Find Them,132.0,"Adventure,Family,Fantasy",7.3,365353,James Newton Howard,composer
tt1825683,Black Panther,134.0,"Action,Adventure,Sci-Fi",7.3,516148,Kevin Feige,producer
tt5785170,Toilet: A Love Story,155.0,"Comedy,Drama",7.3,15021,Akshay Kumar,actor
tt3774114,Snowden,134.0,"Biography,Drama,Thriller",7.3,119149,Oliver Stone,director
tt4430136,Pyaar Ka Punchnama 2,137.0,"Comedy,Drama,Romance",7.3,12820,Omkar Kapoor,actor
tt7160070,Along with the Gods: The Two Worlds,139.0,"Action,Drama,Fantasy",7.3,9190,Jun-seok Bang,composer
tt2224317,Lootera,136.0,"Drama,Romance",7.3,13416,Vikramaditya Motwane,director
