Movie ID,Primary Title,Movie Length,Genres,Average Rating,Num of Votes,Primary Name,Position,id,release_date,movie,production_budget,domestic_gross,worldwide_gross
tt5340300,Lean on Pete,121.0,"Adventure, Drama",7.2,8607,Steve Buscemi,actor,13,"Apr 6, 2018",Lean on Pete,"$8,000,000","$1,163,056","$2,455,027"
tt1723811,Shame,101.0,Drama,7.2,171353,James Badge Dale,actor,97,"Dec 2, 2011",Shame,"$6,500,000","$4,002,293","$20,412,841"
tt1327773,Lee Daniels' The Butler,132.0,"Biography, Drama",7.2,102468,John Cusack,actor,45,"Aug 16, 2013",Lee Daniels' The Butler,"$30,000,000","$116,632,095","$177,025,498"
tt1399683,Winter's Bone,100.0,"Drama, Mystery",7.2,127751,Garret Dillahunt,actor,8,"Jun 11, 2010",Winter's Bone,"$2,000,000","$6,531,503","$16,131,551"
tt1192628,Rango,107.0,"Adventure, Animation, Comedy",7.2,215761,Johnny Depp,actor,29,"Mar 4, 2011",Rango,"$135,000,000","$123,477,607","$245,724,600"
tt4595882,Can You Ever Forgive Me?,106.0,"Biography, Comedy, Crime",7.2,29473,Richard E. Grant,actor,40,"Oct 19, 2018",Can You Ever Forgive Me?,"$10,000,000","$8,803,865","$11,752,387"
tt2072227,Shanghai,120.0,"Crime, Mystery, Thriller",7.2,9047,Prasenjit Chatterjee,actor,5,"Oct 2, 2015",Shanghai,"$50,000,000","$46,425","$15,505,922"
tt6343314,Creed II,130.0,"Drama, Sport",7.2,72503,Sylvester Stallone,actor,96,"Nov 21, 2018",Creed II,"$50,000,000","$115,715,889","$213,591,522"
tt1179933,10 Cloverfield Lane,103.0,"Drama, Horror, Mystery",7.2,260383,John Goodman,actor,54,"Mar 11, 2016",10 Cloverfield Lane,"$5,000,000","$72,082,999","$108,286,422"
tt1921149,Trash,114.0,"Adventure, Crime, Drama",7.2,18690,Martin Sheen,actor,46,"Oct 9, 2015",Trash,"$12,000,000","$17,484","$6,553,186"
tt1300854,Iron Man 3,130.0,"Action, Adventure, Sci-Fi",7.2,692794,Don Cheadle,actor,48,"May 3, 2013",Iron Man 3,"$200,000,000","$408,992,272","$1,215,392,272"
tt1232829,21 Jump Street,109.0,"Action, Comedy, Crime",7.2,477771,Ice Cube,actor,44,"Mar 16, 2012",21 Jump Street,"$42,000,000","$138,447,667","$202,812,429"
