id,release_date,movie,production_budget,domestic_gross,worldwide_gross,genre_ids,popularity,title,vote_average,vote_count
96,2012-09-28,Hotel Transylvania,85000000,148313048,378505812,"Comedy, Music, Romance",13.886,Pitch Perfect,7.3,4233
69,2012-09-28,Looper,30000000,66486205,170466405,"Action, Thriller, Science Fiction",16.779,Looper,6.8,6723
69,2012-09-28,Looper,30000000,66486205,170466405,"Animation, Comedy, Family, Fantasy",15.318,Hotel Transylvania,6.9,5013
69,2012-09-28,Looper,30000000,66486205,170466405,"Comedy, Music, Romance",13.886,Pitch Perfect,7.3,4233
75,2012-09-28,Pitch Perfect,17000000,65001093,116044347,"Action, Thriller, Science Fiction",16.779,Looper,6.8,6723
75,2012-09-28,Pitch Perfect,17000000,65001093,116044347,"Animation, Comedy, Family, Fantasy",15.318,Hotel Transylvania,6.9,5013
75,2012-09-28,Pitch Perfect,17000000,65001093,116044347,"Comedy, Music, Romance",13.886,Pitch Perfect,7.3,4233
49,2012-09-28,Won't Back Down,19000000,5310554,5745503,"Action, Thriller, Science Fiction",16.779,Looper,6.8,6723
49,2012-09-28,Won't Back Down,19000000,5310554,5745503,"Animation, Comedy, Family, Fantasy",15.318,Hotel Transylvania,6.9,5013
49,2012-09-28,Won't Back Down,19000000,5310554,5745503,"Comedy, Music, Romance",13.886,Pitch Perfect,7.3,4233
53,2012-09-28,The Other Dream Team,500000,134109,314444,"Action, Thriller, Science Fiction",16.779,Looper,6.8,6723
53,2012-09-28,The Other Dream Team,500000,134109,314444,"Animation, Comedy, Family, Fantasy",15.318,Hotel Transylvania,6.9,5013
53,2012-09-28,The Other Dream Team,500000,134109,314444,"Comedy, Music, Romance",13.886,Pitch Perfect,7.3,4233
54,2012-10-05,Taken 2,45000000,139854287,377807404,"Animation, Comedy, Family",14.627,Frankenweenie,6.8,1685
54,2012-10-05,Taken 2,45000000,139854287,377807404,"Thriller, Drama, Mystery",8.142999999999999,The Paperboy,5.5,409
54,2012-10-05,Taken 2,45000000,139854287,377807404,"Thriller, Horror",7.1720000000000015,V/H/S,5.9,604
48,2012-10-05,Frankenweenie,39000000,35287788,81150788,"Animation, Comedy, Family",14.627,Frankenweenie,6.8,1685
48,2012-10-05,Frankenweenie,39000000,35287788,81150788,"Thriller, Drama, Mystery",8.142999999999999,The Paperboy,5.5,409
48,2012-10-05,Frankenweenie,39000000,35287788,81150788,"Thriller, Horror",7.1720000000000015,V/H/S,5.9,604
37,2012-10-05,The Paperboy,12500000,677200,4027663,"Animation, Comedy, Family",14.627,Frankenweenie,6.8,1685
37,2012-10-05,The Paperboy,12500000,677200,4027663,"Thriller, Drama, Mystery",8.142999999999999,The Paperboy,5.5,409
37,2012-10-05,The Paperboy,12500000,677200,4027663,"Thriller, Horror",7.1720000000000015,V/H/S,5.9,604
30,2012-10-05,Wuthering Heights,8000000,100915,2721534,"Animation, Comedy, Family",14.627,Frankenweenie,6.8,1685
30,2012-10-05,Wuthering Heights,8000000,100915,2721534,"Thriller, Drama, Mystery",8.142999999999999,The Paperboy,5.5,409
30,2012-10-05,Wuthering Heights,8000000,100915,2721534,"Thriller, Horror",7.1720000000000015,V/H/S,5.9,604
3,2012-10-05,Trade of Innocents,5800000,15091,15091,"Animation, Comedy, Family",14.627,Frankenweenie,6.8,1685
3,2012-10-05,Trade of Innocents,5800000,15091,15091,"Thriller, Drama, Mystery",8.142999999999999,The Paperboy,5.5,409
3,2012-10-05,Trade of Innocents,5800000,15091,15091,"Thriller, Horror",7.1720000000000015,V/H/S,5.9,604
13,2013-03-27,G.I. Joe: Retaliation,140000000,122523060,375740705,"Drama, Crime",12.96,The Place Beyond the Pines,6.9,2781
13,2013-03-27,G.I. Joe: Retaliation,140000000,122523060,375740705,"Action, Adventure, Crime",8.315,Welcome to the Punch,5.8,370
44,2018-12-14,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,375381768,"Action, Adventure, Animation, Science Fiction, Comedy",60.534,Spider-Man: Into the Spider-Verse,8.4,4048
44,2018-12-14,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,375381768,"Adventure, Fantasy",40.095,Mortal Engines,6.0,1751
44,2018-12-14,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,375381768,"Drama, Romance, Crime",13.579,If Beale Street Could Talk,7.2,388
100,2018-12-14,The Mule,50000000,103804407,170857676,"Action, Adventure, Animation, Science Fiction, Comedy",60.534,Spider-Man: Into the Spider-Verse,8.4,4048
100,2018-12-14,The Mule,50000000,103804407,170857676,"Adventure, Fantasy",40.095,Mortal Engines,6.0,1751
100,2018-12-14,The Mule,50000000,103804407,170857676,"Drama, Romance, Crime",13.579,If Beale Street Could Talk,7.2,388
4,2018-12-14,Mortal Engines,100000000,15951040,85287417,"Action, Adventure, Animation, Science Fiction, Comedy",60.534,Spider-Man: Into the Spider-Verse,8.4,4048
4,2018-12-14,Mortal Engines,100000000,15951040,85287417,"Adventure, Fantasy",40.095,Mortal Engines,6.0,1751
4,2018-12-14,Mortal Engines,100000000,15951040,85287417,"Drama, Romance, Crime",13.579,If Beale Street Could Talk,7.2,388
96,2018-12-14,If Beale Street Could Talk,12000000,14915773,19859167,"Action, Adventure, Animation, Science Fiction, Comedy",60.534,Spider-Man: Into the Spider-Verse,8.4,4048
96,2018-12-14,If Beale Street Could Talk,12000000,14915773,19859167,"Adventure, Fantasy",40.095,Mortal Engines,6.0,1751
96,2018-12-14,If Beale Street Could Talk,12000000,14915773,19859167,"Drama, Romance, Crime",13.579,If Beale Street Could Talk,7.2,388
1,2018-12-14,That Way Madness Lies,650000,1447,1447,"Action, Adventure, Animation, Science Fiction, Comedy",60.534,Spider-Man: Into the Spider-Verse,8.4,4048
1,2018-12-14,That Way Madness Lies,650000,1447,1447,"Adventure, Fantasy",40.095,Mortal Engines,6.0,1751
1,2018-12-14,That Way Madness Lies,650000,1447,1447,"Drama, Romance, Crime",13.579,If Beale Street Could Talk,7.2,388
52,2011-12-21,The Adventures of Tintin,130000000,77591831,373993951,"Action, Thriller, Adventure",18.304,Mission: Impossible - Ghost Protocol,7.0,6102
52,2011-12-21,The Adventures of Tintin,130000000,77591831,373993951,Drama,6.277,Albert Nobbs,6.3,227
67,2011-12-21,Albert Nobbs,7500000,3014696,8539003,"Action, Thriller, Adventure",18.304,Mission: Impossible - Ghost Protocol,7.0,6102
67,2011-12-21,Albert Nobbs,7500000,3014696,8539003,Drama,6.277,Albert Nobbs,6.3,227
97,2018-02-09,Fifty Shades Freed,55000000,100407760,371350619,"Drama, Romance",22.512,Fifty Shades Freed,6.1,3535
97,2018-02-09,Fifty Shades Freed,55000000,100407760,371350619,"Animation, Adventure, Family",15.974,Peter Rabbit,6.5,650
97,2018-02-09,Fifty Shades Freed,55000000,100407760,371350619,"Comedy, Romance, Fantasy",12.373,When We First Met,6.6,1433
97,2018-02-09,Fifty Shades Freed,55000000,100407760,371350619,"Drama, History, Thriller",11.576,The 15:17 to Paris,5.3,799
97,2018-02-09,Fifty Shades Freed,55000000,100407760,371350619,Horror,11.542,The Ritual,6.0,1088
97,2018-02-09,Peter Rabbit,50000000,115234093,347136477,"Drama, Romance",22.512,Fifty Shades Freed,6.1,3535
97,2018-02-09,Peter Rabbit,50000000,115234093,347136477,"Animation, Adventure, Family",15.974,Peter Rabbit,6.5,650
97,2018-02-09,Peter Rabbit,50000000,115234093,347136477,"Comedy, Romance, Fantasy",12.373,When We First Met,6.6,1433
97,2018-02-09,Peter Rabbit,50000000,115234093,347136477,"Drama, History, Thriller",11.576,The 15:17 to Paris,5.3,799
97,2018-02-09,Peter Rabbit,50000000,115234093,347136477,Horror,11.542,The Ritual,6.0,1088
23,2018-02-09,The 15:17 to Paris,30000000,36276286,56096200,"Drama, Romance",22.512,Fifty Shades Freed,6.1,3535
23,2018-02-09,The 15:17 to Paris,30000000,36276286,56096200,"Animation, Adventure, Family",15.974,Peter Rabbit,6.5,650
23,2018-02-09,The 15:17 to Paris,30000000,36276286,56096200,"Comedy, Romance, Fantasy",12.373,When We First Met,6.6,1433
23,2018-02-09,The 15:17 to Paris,30000000,36276286,56096200,"Drama, History, Thriller",11.576,The 15:17 to Paris,5.3,799
23,2018-02-09,The 15:17 to Paris,30000000,36276286,56096200,Horror,11.542,The Ritual,6.0,1088
10,2011-07-22,Captain America: The First Avenger,140000000,176654505,370569776,"Action, Adventure, Science Fiction",25.808000000000003,Captain America: The First Avenger,6.9,12810
10,2011-07-22,Captain America: The First Avenger,140000000,176654505,370569776,"Drama, Science Fiction",10.03,Another Earth,6.7,853
55,2011-07-22,Friends with Benefits,35000000,55802754,146595891,"Action, Adventure, Science Fiction",25.808000000000003,Captain America: The First Avenger,6.9,12810
55,2011-07-22,Friends with Benefits,35000000,55802754,146595891,"Drama, Science Fiction",10.03,Another Earth,6.7,853
68,2011-07-22,Elle s'appelait Sarah,14500000,7691700,25480031,"Action, Adventure, Science Fiction",25.808000000000003,Captain America: The First Avenger,6.9,12810
68,2011-07-22,Elle s'appelait Sarah,14500000,7691700,25480031,"Drama, Science Fiction",10.03,Another Earth,6.7,853
48,2011-07-22,Another Earth,175000,1321194,2102779,"Action, Adventure, Science Fiction",25.808000000000003,Captain America: The First Avenger,6.9,12810
48,2011-07-22,Another Earth,175000,1321194,2102779,"Drama, Science Fiction",10.03,Another Earth,6.7,853
95,2014-06-06,Edge of Tomorrow,178000000,100206256,370541256,"Action, Science Fiction",19.753,Edge of Tomorrow,7.6,8047
95,2014-06-06,Edge of Tomorrow,178000000,100206256,370541256,"Comedy, Romance",8.232000000000001,Obvious Child,6.7,256
95,2014-06-06,Edge of Tomorrow,178000000,100206256,370541256,"Romance, Drama",6.058,Grace of Monaco,6.0,352
43,2014-06-06,The Fault in Our Stars,12000000,124872350,307166834,"Action, Science Fiction",19.753,Edge of Tomorrow,7.6,8047
43,2014-06-06,The Fault in Our Stars,12000000,124872350,307166834,"Comedy, Romance",8.232000000000001,Obvious Child,6.7,256
43,2014-06-06,The Fault in Our Stars,12000000,124872350,307166834,"Romance, Drama",6.058,Grace of Monaco,6.0,352
41,2014-06-06,Obvious Child,1000000,3122616,3324070,"Action, Science Fiction",19.753,Edge of Tomorrow,7.6,8047
41,2014-06-06,Obvious Child,1000000,3122616,3324070,"Comedy, Romance",8.232000000000001,Obvious Child,6.7,256
41,2014-06-06,Obvious Child,1000000,3122616,3324070,"Romance, Drama",6.058,Grace of Monaco,6.0,352
64,2014-06-06,Anna,4357373,0,1200000,"Action, Science Fiction",19.753,Edge of Tomorrow,7.6,8047
64,2014-06-06,Anna,4357373,0,1200000,"Comedy, Romance",8.232000000000001,Obvious Child,6.7,256
64,2014-06-06,Anna,4357373,0,1200000,"Romance, Drama",6.058,Grace of Monaco,6.0,352
89,2014-06-06,Test,250000,18823,18823,"Action, Science Fiction",19.753,Edge of Tomorrow,7.6,8047
89,2014-06-06,Test,250000,18823,18823,"Comedy, Romance",8.232000000000001,Obvious Child,6.7,256
89,2014-06-06,Test,250000,18823,18823,"Romance, Drama",6.058,Grace of Monaco,6.0,352
75,2015-05-15,Mad Max: Fury Road,150000000,153636354,370098020,"Action, Adventure, Science Fiction",28.099,Mad Max: Fury Road,7.4,14454
75,2015-05-15,Mad Max: Fury Road,150000000,153636354,370098020,"Comedy, Music",18.469,Pitch Perfect 2,6.8,3599
75,2015-05-15,Mad Max: Fury Road,150000000,153636354,370098020,"Action, Drama, Thriller",9.933,Good Kill,6.0,314
75,2015-05-15,Mad Max: Fury Road,150000000,153636354,370098020,"Horror, Thriller, Science Fiction",6.794,Area 51,4.4,248
14,2015-05-15,Pitch Perfect 2,29000000,184296230,287625468,"Action, Adventure, Science Fiction",28.099,Mad Max: Fury Road,7.4,14454
14,2015-05-15,Pitch Perfect 2,29000000,184296230,287625468,"Comedy, Music",18.469,Pitch Perfect 2,6.8,3599
14,2015-05-15,Pitch Perfect 2,29000000,184296230,287625468,"Action, Drama, Thriller",9.933,Good Kill,6.0,314
14,2015-05-15,Pitch Perfect 2,29000000,184296230,287625468,"Horror, Thriller, Science Fiction",6.794,Area 51,4.4,248
81,2015-05-15,Area 51,5000000,7556,7556,"Action, Adventure, Science Fiction",28.099,Mad Max: Fury Road,7.4,14454
81,2015-05-15,Area 51,5000000,7556,7556,"Comedy, Music",18.469,Pitch Perfect 2,6.8,3599
81,2015-05-15,Area 51,5000000,7556,7556,"Action, Drama, Thriller",9.933,Good Kill,6.0,314
81,2015-05-15,Area 51,5000000,7556,7556,"Horror, Thriller, Science Fiction",6.794,Area 51,4.4,248
97,2015-05-15,Childless,1000000,1036,1036,"Action, Adventure, Science Fiction",28.099,Mad Max: Fury Road,7.4,14454
97,2015-05-15,Childless,1000000,1036,1036,"Comedy, Music",18.469,Pitch Perfect 2,6.8,3599
97,2015-05-15,Childless,1000000,1036,1036,"Action, Drama, Thriller",9.933,Good Kill,6.0,314
97,2015-05-15,Childless,1000000,1036,1036,"Horror, Thriller, Science Fiction",6.794,Area 51,4.4,248
76,2015-05-15,Pound of Flesh,7500000,0,0,"Action, Adventure, Science Fiction",28.099,Mad Max: Fury Road,7.4,14454
76,2015-05-15,Pound of Flesh,7500000,0,0,"Comedy, Music",18.469,Pitch Perfect 2,6.8,3599
76,2015-05-15,Pound of Flesh,7500000,0,0,"Action, Drama, Thriller",9.933,Good Kill,6.0,314
76,2015-05-15,Pound of Flesh,7500000,0,0,"Horror, Thriller, Science Fiction",6.794,Area 51,4.4,248
36,2014-10-03,Gone Girl,61000000,167767189,368567189,"Mystery, Thriller, Drama",31.215,Gone Girl,7.9,10459
36,2014-10-03,Gone Girl,61000000,167767189,368567189,"Horror, Action, Drama, Fantasy, War",29.043000000000006,Dracula Untold,6.2,3719
36,2014-10-03,Gone Girl,61000000,167767189,368567189,Horror,13.989,Annabelle,5.6,3357
36,2014-10-03,Gone Girl,61000000,167767189,368567189,"Thriller, Action, Science Fiction",13.897,Left Behind,4.0,713
36,2014-10-03,Gone Girl,61000000,167767189,368567189,"Thriller, Horror, Drama, Fantasy",9.615,Horns,6.3,1382
36,2014-10-03,Gone Girl,61000000,167767189,368567189,"Thriller, Horror, Mystery",8.497,Flight 7500,4.4,296
36,2014-10-03,Gone Girl,61000000,167767189,368567189,Thriller,5.438,A Good Marriage,5.3,197
84,2014-10-03,Annabelle,6500000,84273813,256862920,"Mystery, Thriller, Drama",31.215,Gone Girl,7.9,10459
84,2014-10-03,Annabelle,6500000,84273813,256862920,"Horror, Action, Drama, Fantasy, War",29.043000000000006,Dracula Untold,6.2,3719
84,2014-10-03,Annabelle,6500000,84273813,256862920,Horror,13.989,Annabelle,5.6,3357
84,2014-10-03,Annabelle,6500000,84273813,256862920,"Thriller, Action, Science Fiction",13.897,Left Behind,4.0,713
84,2014-10-03,Annabelle,6500000,84273813,256862920,"Thriller, Horror, Drama, Fantasy",9.615,Horns,6.3,1382
84,2014-10-03,Annabelle,6500000,84273813,256862920,"Thriller, Horror, Mystery",8.497,Flight 7500,4.4,296
84,2014-10-03,Annabelle,6500000,84273813,256862920,Thriller,5.438,A Good Marriage,5.3,197
57,2014-10-03,Left Behind,16000000,14019924,20769209,"Mystery, Thriller, Drama",31.215,Gone Girl,7.9,10459
57,2014-10-03,Left Behind,16000000,14019924,20769209,"Horror, Action, Drama, Fantasy, War",29.043000000000006,Dracula Untold,6.2,3719
57,2014-10-03,Left Behind,16000000,14019924,20769209,Horror,13.989,Annabelle,5.6,3357
57,2014-10-03,Left Behind,16000000,14019924,20769209,"Thriller, Action, Science Fiction",13.897,Left Behind,4.0,713
57,2014-10-03,Left Behind,16000000,14019924,20769209,"Thriller, Horror, Drama, Fantasy",9.615,Horns,6.3,1382
57,2014-10-03,Left Behind,16000000,14019924,20769209,"Thriller, Horror, Mystery",8.497,Flight 7500,4.4,296
57,2014-10-03,Left Behind,16000000,14019924,20769209,Thriller,5.438,A Good Marriage,5.3,197
23,2014-10-03,La chambre bleue,1400000,260441,1945420,"Mystery, Thriller, Drama",31.215,Gone Girl,7.9,10459
23,2014-10-03,La chambre bleue,1400000,260441,1945420,"Horror, Action, Drama, Fantasy, War",29.043000000000006,Dracula Untold,6.2,3719
23,2014-10-03,La chambre bleue,1400000,260441,1945420,Horror,13.989,Annabelle,5.6,3357
23,2014-10-03,La chambre bleue,1400000,260441,1945420,"Thriller, Action, Science Fiction",13.897,Left Behind,4.0,713
23,2014-10-03,La chambre bleue,1400000,260441,1945420,"Thriller, Horror, Drama, Fantasy",9.615,Horns,6.3,1382
23,2014-10-03,La chambre bleue,1400000,260441,1945420,"Thriller, Horror, Mystery",8.497,Flight 7500,4.4,296
23,2014-10-03,La chambre bleue,1400000,260441,1945420,Thriller,5.438,A Good Marriage,5.3,197
54,2014-10-03,Drive Hard,12000000,0,0,"Mystery, Thriller, Drama",31.215,Gone Girl,7.9,10459
54,2014-10-03,Drive Hard,12000000,0,0,"Horror, Action, Drama, Fantasy, War",29.043000000000006,Dracula Untold,6.2,3719
54,2014-10-03,Drive Hard,12000000,0,0,Horror,13.989,Annabelle,5.6,3357
54,2014-10-03,Drive Hard,12000000,0,0,"Thriller, Action, Science Fiction",13.897,Left Behind,4.0,713
54,2014-10-03,Drive Hard,12000000,0,0,"Thriller, Horror, Drama, Fantasy",9.615,Horns,6.3,1382
54,2014-10-03,Drive Hard,12000000,0,0,"Thriller, Horror, Mystery",8.497,Flight 7500,4.4,296
54,2014-10-03,Drive Hard,12000000,0,0,Thriller,5.438,A Good Marriage,5.3,197
37,2014-11-26,Penguins of Madagascar,132000000,83350911,366942531,"Family, Animation, Adventure, Comedy",20.899,Penguins of Madagascar,6.4,2273
37,2014-11-26,Penguins of Madagascar,132000000,83350911,366942531,Comedy,18.421,Horrible Bosses 2,6.2,2581
37,2014-11-26,Penguins of Madagascar,132000000,83350911,366942531,"Drama, Romance",13.866,The Theory of Everything,7.9,6412
31,2014-11-26,Horrible Bosses 2,40000000,54445357,105945357,"Family, Animation, Adventure, Comedy",20.899,Penguins of Madagascar,6.4,2273
31,2014-11-26,Horrible Bosses 2,40000000,54445357,105945357,Comedy,18.421,Horrible Bosses 2,6.2,2581
31,2014-11-26,Horrible Bosses 2,40000000,54445357,105945357,"Drama, Romance",13.866,The Theory of Everything,7.9,6412
37,1995-11-22,Toy Story,30000000,191796233,364545516,"Animation, Comedy, Family",28.005,Toy Story,7.9,10174
71,1995-11-22,Casino,52000000,42438300,110400000,"Animation, Comedy, Family",28.005,Toy Story,7.9,10174
58,1995-11-22,Money Train,68000000,35324232,77224232,"Animation, Comedy, Family",28.005,Toy Story,7.9,10174
57,2013-05-23,The Hangover 3,103000000,112200072,362000072,Comedy,18.519,The Hangover Part III,6.1,5130
81,2016-01-22,Zhuo yao ji,56000000,32766,359495591,Comedy,11.432,Dirty Grandpa,5.8,2667
81,2016-01-22,Zhuo yao ji,56000000,32766,359495591,Horror,6.622999999999998,Jeruzalem,4.5,200
81,2016-01-22,Zhuo yao ji,56000000,32766,359495591,"Thriller, Mystery, Science Fiction",6.614,Synchronicity,5.7,204
20,2016-01-22,Yip Man 3,36000000,2679437,157300954,Comedy,11.432,Dirty Grandpa,5.8,2667
20,2016-01-22,Yip Man 3,36000000,2679437,157300954,Horror,6.622999999999998,Jeruzalem,4.5,200
20,2016-01-22,Yip Man 3,36000000,2679437,157300954,"Thriller, Mystery, Science Fiction",6.614,Synchronicity,5.7,204
69,2016-01-22,The 5th Wave,38000000,34912982,111336398,Comedy,11.432,Dirty Grandpa,5.8,2667
69,2016-01-22,The 5th Wave,38000000,34912982,111336398,Horror,6.622999999999998,Jeruzalem,4.5,200
69,2016-01-22,The 5th Wave,38000000,34912982,111336398,"Thriller, Mystery, Science Fiction",6.614,Synchronicity,5.7,204
62,2016-01-22,Dirty Grandpa,11500000,35593113,105078449,Comedy,11.432,Dirty Grandpa,5.8,2667
62,2016-01-22,Dirty Grandpa,11500000,35593113,105078449,Horror,6.622999999999998,Jeruzalem,4.5,200
62,2016-01-22,Dirty Grandpa,11500000,35593113,105078449,"Thriller, Mystery, Science Fiction",6.614,Synchronicity,5.7,204
68,2016-01-22,The Boy,10000000,35819556,68220952,Comedy,11.432,Dirty Grandpa,5.8,2667
68,2016-01-22,The Boy,10000000,35819556,68220952,Horror,6.622999999999998,Jeruzalem,4.5,200
68,2016-01-22,The Boy,10000000,35819556,68220952,"Thriller, Mystery, Science Fiction",6.614,Synchronicity,5.7,204
42,2011-06-03,X-Men: First Class,160000000,146408305,355408305,"Drama, Comedy, Romance",7.412000000000001,Submarine,7.4,770
42,2011-06-03,X-Men: First Class,160000000,146408305,355408305,"Action, Science Fiction, Adventure",1.4469999999999998,X-Men: First Class,7.2,8211
57,2011-06-03,Beginners,3200000,5790894,14314407,"Drama, Comedy, Romance",7.412000000000001,Submarine,7.4,770
57,2011-06-03,Beginners,3200000,5790894,14314407,"Action, Science Fiction, Adventure",1.4469999999999998,X-Men: First Class,7.2,8211
9,2011-06-03,Submarine,1900000,467602,4581937,"Drama, Comedy, Romance",7.412000000000001,Submarine,7.4,770
9,2011-06-03,Submarine,1900000,467602,4581937,"Action, Science Fiction, Adventure",1.4469999999999998,X-Men: First Class,7.2,8211
12,2011-06-03,The Lion of Judah,1500000,0,0,"Drama, Comedy, Romance",7.412000000000001,Submarine,7.4,770
12,2011-06-03,The Lion of Judah,1500000,0,0,"Action, Science Fiction, Adventure",1.4469999999999998,X-Men: First Class,7.2,8211
60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,"History, Drama, Thriller, War",33.078,The Imitation Game,8.1,10396
60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,"Adventure, Comedy, Fantasy, Family",20.064,Night at the Museum: Secret of the Tomb,6.1,3536
60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,"Comedy, Drama, Family",13.422,Annie,6.1,770
60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,"Family, Animation, Fantasy",10.015,Song of the Sea,8.1,700
60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,"History, Drama",7.883999999999999,Mr. Turner,6.5,301
89,2014-12-19,Annie,65000000,85911262,139829625,"History, Drama, Thriller, War",33.078,The Imitation Game,8.1,10396
89,2014-12-19,Annie,65000000,85911262,139829625,"Adventure, Comedy, Fantasy, Family",20.064,Night at the Museum: Secret of the Tomb,6.1,3536
89,2014-12-19,Annie,65000000,85911262,139829625,"Comedy, Drama, Family",13.422,Annie,6.1,770
89,2014-12-19,Annie,65000000,85911262,139829625,"Family, Animation, Fantasy",10.015,Song of the Sea,8.1,700
89,2014-12-19,Annie,65000000,85911262,139829625,"History, Drama",7.883999999999999,Mr. Turner,6.5,301
18,2014-12-19,Mr. Turner,14000000,3958546,25187026,"History, Drama, Thriller, War",33.078,The Imitation Game,8.1,10396
18,2014-12-19,Mr. Turner,14000000,3958546,25187026,"Adventure, Comedy, Fantasy, Family",20.064,Night at the Museum: Secret of the Tomb,6.1,3536
18,2014-12-19,Mr. Turner,14000000,3958546,25187026,"Comedy, Drama, Family",13.422,Annie,6.1,770
18,2014-12-19,Mr. Turner,14000000,3958546,25187026,"Family, Animation, Fantasy",10.015,Song of the Sea,8.1,700
18,2014-12-19,Mr. Turner,14000000,3958546,25187026,"History, Drama",7.883999999999999,Mr. Turner,6.5,301
51,2014-03-28,Noah,130000000,101200044,352831065,"Action, Drama, Thriller, Crime",14.055,Sabotage,5.5,779
29,2014-03-28,Sabotage,35000000,10508518,18376443,"Action, Drama, Thriller, Crime",14.055,Sabotage,5.5,779
57,2014-03-28,Locker 13,300000,3496,3496,"Action, Drama, Thriller, Crime",14.055,Sabotage,5.5,779
77,2016-05-20,The Angry Birds Movie,73000000,107509366,352327887,"Drama, Comedy, Romance",7.787000000000001,Maggie's Plan,5.7,218
77,2016-05-20,The Angry Birds Movie,73000000,107509366,352327887,"Animation, Adventure, Comedy",17.998,The Angry Birds Movie,6.0,1851
77,2016-05-20,The Angry Birds Movie,73000000,107509366,352327887,Comedy,17.662,Neighbors 2: Sorority Rising,5.7,2829
77,2016-05-20,The Angry Birds Movie,73000000,107509366,352327887,"Comedy, Crime, Mystery",13.743,The Nice Guys,7.1,4272
77,2016-05-20,The Angry Birds Movie,73000000,107509366,352327887,"Drama, Mystery, Thriller",9.2,Manhattan Night,6.1,198
56,2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,108757621,"Drama, Comedy, Romance",7.787000000000001,Maggie's Plan,5.7,218
56,2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,108757621,"Animation, Adventure, Comedy",17.998,The Angry Birds Movie,6.0,1851
56,2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,108757621,Comedy,17.662,Neighbors 2: Sorority Rising,5.7,2829
56,2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,108757621,"Comedy, Crime, Mystery",13.743,The Nice Guys,7.1,4272
56,2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,108757621,"Drama, Mystery, Thriller",9.2,Manhattan Night,6.1,198
56,2016-05-20,The Nice Guys,50000000,36261763,59596747,"Drama, Comedy, Romance",7.787000000000001,Maggie's Plan,5.7,218
56,2016-05-20,The Nice Guys,50000000,36261763,59596747,"Animation, Adventure, Comedy",17.998,The Angry Birds Movie,6.0,1851
56,2016-05-20,The Nice Guys,50000000,36261763,59596747,Comedy,17.662,Neighbors 2: Sorority Rising,5.7,2829
56,2016-05-20,The Nice Guys,50000000,36261763,59596747,"Comedy, Crime, Mystery",13.743,The Nice Guys,7.1,4272
56,2016-05-20,The Nice Guys,50000000,36261763,59596747,"Drama, Mystery, Thriller",9.2,Manhattan Night,6.1,198
77,2010-06-11,The Karate Kid,40000000,176591618,351774938,"Thriller, Action, Adventure, Comedy, Crime",17.097,The A-Team,6.3,2703
77,2010-06-11,The Karate Kid,40000000,176591618,351774938,Drama,9.824,Winter's Bone,6.9,931
32,2010-06-11,The A-Team,110000000,77222099,177241171,"Thriller, Action, Adventure, Comedy, Crime",17.097,The A-Team,6.3,2703
32,2010-06-11,The A-Team,110000000,77222099,177241171,Drama,9.824,Winter's Bone,6.9,931
8,2010-06-11,Winter's Bone,2000000,6531503,16131551,"Thriller, Action, Adventure, Comedy, Crime",17.097,The A-Team,6.3,2703
8,2010-06-11,Winter's Bone,2000000,6531503,16131551,Drama,9.824,Winter's Bone,6.9,931
71,2010-06-11,Jerusalema,2000000,7294,10679,"Thriller, Action, Adventure, Comedy, Crime",17.097,The A-Team,6.3,2703
71,2010-06-11,Jerusalema,2000000,7294,10679,Drama,9.824,Winter's Bone,6.9,931
70,2013-05-10,The Great Gatsby,190000000,144840419,351040419,"Drama, Romance",15.397,The Great Gatsby,7.4,7120
70,2013-05-10,The Great Gatsby,190000000,144840419,351040419,Drama,12.507,Mud,7.0,1592
70,2013-05-10,The Great Gatsby,190000000,144840419,351040419,"Horror, Thriller",8.981,No One Lives,5.7,250
70,2013-05-10,The Great Gatsby,190000000,144840419,351040419,"Adventure, Comedy, Crime",6.7029999999999985,Sightseers,6.4,261
98,2013-05-10,Peeples,11000000,9177065,9307166,"Drama, Romance",15.397,The Great Gatsby,7.4,7120
98,2013-05-10,Peeples,11000000,9177065,9307166,Drama,12.507,Mud,7.0,1592
98,2013-05-10,Peeples,11000000,9177065,9307166,"Horror, Thriller",8.981,No One Lives,5.7,250
98,2013-05-10,Peeples,11000000,9177065,9307166,"Adventure, Comedy, Crime",6.7029999999999985,Sightseers,6.4,261
63,2012-03-02,Doctor Seuss' The Lorax,67500000,214030500,350976753,"Comedy, Crime",9.715,Project X,6.4,2968
58,2012-03-02,Project X,12000000,54731865,103028188,"Comedy, Crime",9.715,Project X,6.4,2968
