id,release_date,movie,production_budget,domestic_gross,worldwide_gross,genre_ids,popularity,title,vote_average,vote_count
1,2016-09-16,Blair Witch,10000000,20777061,38985577,"Science Fiction, Thriller",7.8820000000000014,ARQ,6.1,588
1,2016-09-16,Blair Witch,10000000,20777061,38985577,"Drama, Crime, Thriller",7.181,The Good Neighbor,6.2,230
1,2016-09-16,Blair Witch,10000000,20777061,38985577,Drama,7.125,Mr. Church,7.2,244
79,2016-09-16,Snowden,50000000,21587519,35380918,"Drama, History, Crime, Thriller",13.703,Snowden,7.1,2427
79,2016-09-16,Snowden,50000000,21587519,35380918,"Comedy, Romance",10.518,Bridget Jones's Baby,6.4,1806
79,2016-09-16,Snowden,50000000,21587519,35380918,"Thriller, Horror",9.772,Blair Witch,5.0,1094
79,2016-09-16,Snowden,50000000,21587519,35380918,"Science Fiction, Thriller",7.8820000000000014,ARQ,6.1,588
79,2016-09-16,Snowden,50000000,21587519,35380918,"Drama, Crime, Thriller",7.181,The Good Neighbor,6.2,230
79,2016-09-16,Snowden,50000000,21587519,35380918,Drama,7.125,Mr. Church,7.2,244
69,2006-06-02,The Break-Up,52000000,118703275,205727307,"Romance, Comedy",11.165,The Break-Up,5.7,1480
37,2006-06-02,Banlieue 13,15000000,1200216,11599903,"Romance, Comedy",11.165,The Break-Up,5.7,1480
77,2006-06-02,Peaceful Warrior,10000000,2893666,3260179,"Romance, Comedy",11.165,The Break-Up,5.7,1480
60,2006-06-02,The Puffy Chair,15000,194523,195254,"Romance, Comedy",11.165,The Break-Up,5.7,1480
34,2016-11-11,Arrival,47000000,100546139,203127894,"Drama, Science Fiction, Mystery",25.442,Arrival,7.4,10387
34,2016-11-11,Arrival,47000000,100546139,203127894,"Drama, Thriller",10.535,Shut In,5.2,374
34,2016-11-11,Arrival,47000000,100546139,203127894,"Drama, War",9.318,Billy Lynn's Long Halftime Walk,5.9,309
34,2016-11-11,Arrival,47000000,100546139,203127894,"Drama, Horror",8.515,The Monster,5.2,242
34,2016-11-11,Arrival,47000000,100546139,203127894,"Comedy, Action",8.06,True Memoirs of an International Assassin,5.7,425
34,2016-11-11,Arrival,47000000,100546139,203127894,"Comedy, Drama",6.532,Almost Christmas,5.6,245
81,2016-11-11,Almost Christmas,17000000,42065185,42493506,"Drama, Science Fiction, Mystery",25.442,Arrival,7.4,10387
81,2016-11-11,Almost Christmas,17000000,42065185,42493506,"Drama, Thriller",10.535,Shut In,5.2,374
81,2016-11-11,Almost Christmas,17000000,42065185,42493506,"Drama, War",9.318,Billy Lynn's Long Halftime Walk,5.9,309
81,2016-11-11,Almost Christmas,17000000,42065185,42493506,"Drama, Horror",8.515,The Monster,5.2,242
81,2016-11-11,Almost Christmas,17000000,42065185,42493506,"Comedy, Action",8.06,True Memoirs of an International Assassin,5.7,425
81,2016-11-11,Almost Christmas,17000000,42065185,42493506,"Comedy, Drama",6.532,Almost Christmas,5.6,245
30,2016-11-11,Billy Lynnâs Long Halftime Walk,40000000,1738477,30230402,"Drama, Science Fiction, Mystery",25.442,Arrival,7.4,10387
30,2016-11-11,Billy Lynnâs Long Halftime Walk,40000000,1738477,30230402,"Drama, Thriller",10.535,Shut In,5.2,374
30,2016-11-11,Billy Lynnâs Long Halftime Walk,40000000,1738477,30230402,"Drama, War",9.318,Billy Lynn's Long Halftime Walk,5.9,309
30,2016-11-11,Billy Lynnâs Long Halftime Walk,40000000,1738477,30230402,"Drama, Horror",8.515,The Monster,5.2,242
30,2016-11-11,Billy Lynnâs Long Halftime Walk,40000000,1738477,30230402,"Comedy, Action",8.06,True Memoirs of an International Assassin,5.7,425
30,2016-11-11,Billy Lynnâs Long Halftime Walk,40000000,1738477,30230402,"Comedy, Drama",6.532,Almost Christmas,5.6,245
50,2016-11-11,Shut In,10000000,6900335,11360665,"Drama, Science Fiction, Mystery",25.442,Arrival,7.4,10387
50,2016-11-11,Shut In,10000000,6900335,11360665,"Drama, Thriller",10.535,Shut In,5.2,374
50,2016-11-11,Shut In,10000000,6900335,11360665,"Drama, War",9.318,Billy Lynn's Long Halftime Walk,5.9,309
50,2016-11-11,Shut In,10000000,6900335,11360665,"Drama, Horror",8.515,The Monster,5.2,242
50,2016-11-11,Shut In,10000000,6900335,11360665,"Comedy, Action",8.06,True Memoirs of an International Assassin,5.7,425
50,2016-11-11,Shut In,10000000,6900335,11360665,"Comedy, Drama",6.532,Almost Christmas,5.6,245
40,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,1663785,"Drama, Science Fiction, Mystery",25.442,Arrival,7.4,10387
40,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,1663785,"Drama, Thriller",10.535,Shut In,5.2,374
40,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,1663785,"Drama, War",9.318,Billy Lynn's Long Halftime Walk,5.9,309
40,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,1663785,"Drama, Horror",8.515,The Monster,5.2,242
40,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,1663785,"Comedy, Action",8.06,True Memoirs of an International Assassin,5.7,425
40,2016-11-11,USS Indianapolis: Men of Courage,40000000,0,1663785,"Comedy, Drama",6.532,Almost Christmas,5.6,245
44,2012-03-16,21 Jump Street,42000000,138447667,202812429,"Action, Drama, Thriller",14.262,Seeking Justice,5.9,524
53,2012-03-16,Casa de mi Padre,6000000,5909483,8446952,"Action, Drama, Thriller",14.262,Seeking Justice,5.9,524
65,2012-03-16,"Jeff, Who Lives at Home",10000000,4269426,4708127,"Action, Drama, Thriller",14.262,Seeking Justice,5.9,524
12,2012-03-16,The FP,60000,0,0,"Action, Drama, Thriller",14.262,Seeking Justice,5.9,524
35,2015-08-14,Straight Outta Compton,28000000,161197785,202182981,"Comedy, Action, Adventure",18.956,The Man from U.N.C.L.E.,7.1,3525
35,2015-08-14,Straight Outta Compton,28000000,161197785,202182981,"Drama, Music",11.731,Straight Outta Compton,7.7,2048
35,2015-08-14,Straight Outta Compton,28000000,161197785,202182981,Comedy,8.509,Mistress America,6.5,308
35,2015-08-14,Straight Outta Compton,28000000,161197785,202182981,"Action, Drama, Thriller",7.294,Final Girl,5.1,361
55,2015-08-14,The Man From U.N.C.L.E.,75000000,45445109,104949584,"Comedy, Action, Adventure",18.956,The Man from U.N.C.L.E.,7.1,3525
55,2015-08-14,The Man From U.N.C.L.E.,75000000,45445109,104949584,"Drama, Music",11.731,Straight Outta Compton,7.7,2048
55,2015-08-14,The Man From U.N.C.L.E.,75000000,45445109,104949584,Comedy,8.509,Mistress America,6.5,308
55,2015-08-14,The Man From U.N.C.L.E.,75000000,45445109,104949584,"Action, Drama, Thriller",7.294,Final Girl,5.1,361
8,2015-08-14,Brothers,13000000,656688,17856688,"Comedy, Action, Adventure",18.956,The Man from U.N.C.L.E.,7.1,3525
8,2015-08-14,Brothers,13000000,656688,17856688,"Drama, Music",11.731,Straight Outta Compton,7.7,2048
8,2015-08-14,Brothers,13000000,656688,17856688,Comedy,8.509,Mistress America,6.5,308
8,2015-08-14,Brothers,13000000,656688,17856688,"Action, Drama, Thriller",7.294,Final Girl,5.1,361
72,2015-08-14,Amnesiac,3000000,0,0,"Comedy, Action, Adventure",18.956,The Man from U.N.C.L.E.,7.1,3525
72,2015-08-14,Amnesiac,3000000,0,0,"Drama, Music",11.731,Straight Outta Compton,7.7,2048
72,2015-08-14,Amnesiac,3000000,0,0,Comedy,8.509,Mistress America,6.5,308
72,2015-08-14,Amnesiac,3000000,0,0,"Action, Drama, Thriller",7.294,Final Girl,5.1,361
66,2013-03-01,Jack the Giant Slayer,195000000,65187603,197687603,"Action, Adventure, Family, Fantasy",12.773,Jack the Giant Slayer,5.6,3403
66,2013-03-01,Jack the Giant Slayer,195000000,65187603,197687603,"Drama, Horror, Thriller",10.738,Stoker,6.6,1282
66,2013-03-01,Jack the Giant Slayer,195000000,65187603,197687603,Comedy,9.749,21 & Over,5.7,1020
66,2013-03-01,Jack the Giant Slayer,195000000,65187603,197687603,"Horror, Thriller, Drama",7.561,The Last Exorcism Part II,4.5,297
70,2013-03-01,21 and Over,13000000,25682380,42195766,"Action, Adventure, Family, Fantasy",12.773,Jack the Giant Slayer,5.6,3403
70,2013-03-01,21 and Over,13000000,25682380,42195766,"Drama, Horror, Thriller",10.738,Stoker,6.6,1282
70,2013-03-01,21 and Over,13000000,25682380,42195766,Comedy,9.749,21 & Over,5.7,1020
70,2013-03-01,21 and Over,13000000,25682380,42195766,"Horror, Thriller, Drama",7.561,The Last Exorcism Part II,4.5,297
90,2013-03-01,The Last Exorcism Part II,4000000,15179303,25448707,"Action, Adventure, Family, Fantasy",12.773,Jack the Giant Slayer,5.6,3403
90,2013-03-01,The Last Exorcism Part II,4000000,15179303,25448707,"Drama, Horror, Thriller",10.738,Stoker,6.6,1282
90,2013-03-01,The Last Exorcism Part II,4000000,15179303,25448707,Comedy,9.749,21 & Over,5.7,1020
90,2013-03-01,The Last Exorcism Part II,4000000,15179303,25448707,"Horror, Thriller, Drama",7.561,The Last Exorcism Part II,4.5,297
29,2013-03-01,Stoker,12000000,1703125,12034913,"Action, Adventure, Family, Fantasy",12.773,Jack the Giant Slayer,5.6,3403
29,2013-03-01,Stoker,12000000,1703125,12034913,"Drama, Horror, Thriller",10.738,Stoker,6.6,1282
29,2013-03-01,Stoker,12000000,1703125,12034913,Comedy,9.749,21 & Over,5.7,1020
29,2013-03-01,Stoker,12000000,1703125,12034913,"Horror, Thriller, Drama",7.561,The Last Exorcism Part II,4.5,297
38,2013-03-01,Ernest et Celestine,12500000,292562,9376444,"Action, Adventure, Family, Fantasy",12.773,Jack the Giant Slayer,5.6,3403
38,2013-03-01,Ernest et Celestine,12500000,292562,9376444,"Drama, Horror, Thriller",10.738,Stoker,6.6,1282
38,2013-03-01,Ernest et Celestine,12500000,292562,9376444,Comedy,9.749,21 & Over,5.7,1020
38,2013-03-01,Ernest et Celestine,12500000,292562,9376444,"Horror, Thriller, Drama",7.561,The Last Exorcism Part II,4.5,297
53,2013-03-01,The Sweeney,4500000,26345,8000366,"Action, Adventure, Family, Fantasy",12.773,Jack the Giant Slayer,5.6,3403
53,2013-03-01,The Sweeney,4500000,26345,8000366,"Drama, Horror, Thriller",10.738,Stoker,6.6,1282
53,2013-03-01,The Sweeney,4500000,26345,8000366,Comedy,9.749,21 & Over,5.7,1020
53,2013-03-01,The Sweeney,4500000,26345,8000366,"Horror, Thriller, Drama",7.561,The Last Exorcism Part II,4.5,297
43,2013-03-01,Phantom,18000000,1034589,1199510,"Action, Adventure, Family, Fantasy",12.773,Jack the Giant Slayer,5.6,3403
43,2013-03-01,Phantom,18000000,1034589,1199510,"Drama, Horror, Thriller",10.738,Stoker,6.6,1282
43,2013-03-01,Phantom,18000000,1034589,1199510,Comedy,9.749,21 & Over,5.7,1020
43,2013-03-01,Phantom,18000000,1034589,1199510,"Horror, Thriller, Drama",7.561,The Last Exorcism Part II,4.5,297
31,2013-03-01,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,"Action, Adventure, Family, Fantasy",12.773,Jack the Giant Slayer,5.6,3403
31,2013-03-01,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,"Drama, Horror, Thriller",10.738,Stoker,6.6,1282
31,2013-03-01,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,Comedy,9.749,21 & Over,5.7,1020
31,2013-03-01,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,"Horror, Thriller, Drama",7.561,The Last Exorcism Part II,4.5,297
5,2017-04-07,Smurfs: The Lost Village,60000000,45020282,197578586,"Mystery, Horror, Science Fiction",11.54,The Void,5.8,521
5,2017-04-07,Smurfs: The Lost Village,60000000,45020282,197578586,"Adventure, Animation, Comedy, Family",15.663,Smurfs: The Lost Village,6.2,736
5,2017-04-07,Smurfs: The Lost Village,60000000,45020282,197578586,"Crime, Comedy",11.25,Going in Style,6.6,1324
5,2017-04-07,Smurfs: The Lost Village,60000000,45020282,197578586,"Thriller, War",9.377,Mine,6.5,735
5,2017-04-07,Smurfs: The Lost Village,60000000,45020282,197578586,"Romance, War, Comedy, Drama",9.175,Their Finest,6.8,207
40,2017-04-07,Going in Style,24000000,45018541,78672579,"Mystery, Horror, Science Fiction",11.54,The Void,5.8,521
40,2017-04-07,Going in Style,24000000,45018541,78672579,"Adventure, Animation, Comedy, Family",15.663,Smurfs: The Lost Village,6.2,736
40,2017-04-07,Going in Style,24000000,45018541,78672579,"Crime, Comedy",11.25,Going in Style,6.6,1324
40,2017-04-07,Going in Style,24000000,45018541,78672579,"Thriller, War",9.377,Mine,6.5,735
40,2017-04-07,Going in Style,24000000,45018541,78672579,"Romance, War, Comedy, Drama",9.175,Their Finest,6.8,207
4,2017-04-07,Gifted,7000000,24801212,36964656,"Mystery, Horror, Science Fiction",11.54,The Void,5.8,521
4,2017-04-07,Gifted,7000000,24801212,36964656,"Adventure, Animation, Comedy, Family",15.663,Smurfs: The Lost Village,6.2,736
4,2017-04-07,Gifted,7000000,24801212,36964656,"Crime, Comedy",11.25,Going in Style,6.6,1324
4,2017-04-07,Gifted,7000000,24801212,36964656,"Thriller, War",9.377,Mine,6.5,735
4,2017-04-07,Gifted,7000000,24801212,36964656,"Romance, War, Comedy, Drama",9.175,Their Finest,6.8,207
43,2018-08-03,Christopher Robin,75000000,99215042,197504758,"Science Fiction, Thriller",23.967,The Darkest Minds,6.8,1158
43,2018-08-03,Christopher Robin,75000000,99215042,197504758,"Adventure, Comedy, Family, Fantasy",20.931,Christopher Robin,7.4,1280
43,2018-08-03,Christopher Robin,75000000,99215042,197504758,"Action, Comedy",19.224,The Spy Who Dumped Me,6.4,966
43,2018-08-03,Christopher Robin,75000000,99215042,197504758,Drama,13.0,The Miseducation of Cameron Post,7.1,317
43,2018-08-03,Christopher Robin,75000000,99215042,197504758,"Comedy, Drama",12.145,Like Father,6.4,359
64,2018-08-03,The Darkest Minds,34000000,12695691,38361428,"Science Fiction, Thriller",23.967,The Darkest Minds,6.8,1158
64,2018-08-03,The Darkest Minds,34000000,12695691,38361428,"Adventure, Comedy, Family, Fantasy",20.931,Christopher Robin,7.4,1280
64,2018-08-03,The Darkest Minds,34000000,12695691,38361428,"Action, Comedy",19.224,The Spy Who Dumped Me,6.4,966
64,2018-08-03,The Darkest Minds,34000000,12695691,38361428,Drama,13.0,The Miseducation of Cameron Post,7.1,317
64,2018-08-03,The Darkest Minds,34000000,12695691,38361428,"Comedy, Drama",12.145,Like Father,6.4,359
63,2010-10-15,Red,60000000,90380162,196439693,"Comedy, Documentary, Action",10.715,Jackass 3D,6.3,655
63,2010-10-15,Red,60000000,90380162,196439693,Drama,7.51,Conviction,7.2,297
98,2010-10-15,Jackass 3D,20000000,117229692,171685793,"Comedy, Documentary, Action",10.715,Jackass 3D,6.3,655
98,2010-10-15,Jackass 3D,20000000,117229692,171685793,Drama,7.51,Conviction,7.2,297
61,2010-10-15,Hereafter,50000000,32746941,108660270,"Comedy, Documentary, Action",10.715,Jackass 3D,6.3,655
61,2010-10-15,Hereafter,50000000,32746941,108660270,Drama,7.51,Conviction,7.2,297
28,2010-10-15,Conviction,12500000,6797696,11826980,"Comedy, Documentary, Action",10.715,Jackass 3D,6.3,655
28,2010-10-15,Conviction,12500000,6797696,11826980,Drama,7.51,Conviction,7.2,297
54,2010-10-15,N-Secure,1600000,2595644,2595644,"Comedy, Documentary, Action",10.715,Jackass 3D,6.3,655
54,2010-10-15,N-Secure,1600000,2595644,2595644,Drama,7.51,Conviction,7.2,297
47,2010-10-15,Carlos,18000000,145526,1619153,"Comedy, Documentary, Action",10.715,Jackass 3D,6.3,655
47,2010-10-15,Carlos,18000000,145526,1619153,Drama,7.51,Conviction,7.2,297
14,2010-10-15,I Want Your Money,400000,433588,433588,"Comedy, Documentary, Action",10.715,Jackass 3D,6.3,655
14,2010-10-15,I Want Your Money,400000,433588,433588,Drama,7.51,Conviction,7.2,297
41,2010-10-15,Down Terrace,30000,9812,9812,"Comedy, Documentary, Action",10.715,Jackass 3D,6.3,655
41,2010-10-15,Down Terrace,30000,9812,9812,Drama,7.51,Conviction,7.2,297
19,2017-12-01,The Shape of Water,19500000,63859435,195790794,"Drama, Fantasy, Romance",22.025,The Shape of Water,7.2,7224
19,2017-12-01,The Shape of Water,19500000,63859435,195790794,"Comedy, Drama",13.27,The Disaster Artist,7.2,1895
19,2017-12-01,The Shape of Water,19500000,63859435,195790794,"Action, Science Fiction, Thriller, Mystery",10.478,24 Hours to Live,5.6,289
19,2017-12-01,The Shape of Water,19500000,63859435,195790794,Drama,10.05,Wonder Wheel,6.3,714
100,2017-12-01,The Disaster Artist,10000000,21120616,28717667,"Drama, Fantasy, Romance",22.025,The Shape of Water,7.2,7224
100,2017-12-01,The Disaster Artist,10000000,21120616,28717667,"Comedy, Drama",13.27,The Disaster Artist,7.2,1895
100,2017-12-01,The Disaster Artist,10000000,21120616,28717667,"Action, Science Fiction, Thriller, Mystery",10.478,24 Hours to Live,5.6,289
100,2017-12-01,The Disaster Artist,10000000,21120616,28717667,Drama,10.05,Wonder Wheel,6.3,714
59,2017-12-01,Daisy Winters,4500000,0,0,"Drama, Fantasy, Romance",22.025,The Shape of Water,7.2,7224
59,2017-12-01,Daisy Winters,4500000,0,0,"Comedy, Drama",13.27,The Disaster Artist,7.2,1895
59,2017-12-01,Daisy Winters,4500000,0,0,"Action, Science Fiction, Thriller, Mystery",10.478,24 Hours to Live,5.6,289
59,2017-12-01,Daisy Winters,4500000,0,0,Drama,10.05,Wonder Wheel,6.3,714
2,2014-04-25,The Other Woman,40000000,83911193,195111193,"Crime, Thriller",7.983,Blue Ruin,6.9,736
2,2014-04-25,The Other Woman,40000000,83911193,195111193,"Action, Crime, Drama",9.194,Brick Mansions,5.9,909
2,2014-04-25,The Other Woman,40000000,83911193,195111193,"Drama, Thriller",9.128,Locke,6.9,1370
2,2014-04-25,The Other Woman,40000000,83911193,195111193,Horror,7.814,The Quiet Ones,5.0,398
69,2014-04-25,Brick Mansions,28000000,20396829,73421224,"Crime, Thriller",7.983,Blue Ruin,6.9,736
69,2014-04-25,Brick Mansions,28000000,20396829,73421224,"Action, Crime, Drama",9.194,Brick Mansions,5.9,909
69,2014-04-25,Brick Mansions,28000000,20396829,73421224,"Drama, Thriller",9.128,Locke,6.9,1370
69,2014-04-25,Brick Mansions,28000000,20396829,73421224,Horror,7.814,The Quiet Ones,5.0,398
37,2014-04-25,Locke,2000000,1370646,2088390,"Crime, Thriller",7.983,Blue Ruin,6.9,736
37,2014-04-25,Locke,2000000,1370646,2088390,"Action, Crime, Drama",9.194,Brick Mansions,5.9,909
37,2014-04-25,Locke,2000000,1370646,2088390,"Drama, Thriller",9.128,Locke,6.9,1370
37,2014-04-25,Locke,2000000,1370646,2088390,Horror,7.814,The Quiet Ones,5.0,398
7,2014-04-25,Blue Ruin,420000,258384,437002,"Crime, Thriller",7.983,Blue Ruin,6.9,736
7,2014-04-25,Blue Ruin,420000,258384,437002,"Action, Crime, Drama",9.194,Brick Mansions,5.9,909
7,2014-04-25,Blue Ruin,420000,258384,437002,"Drama, Thriller",9.128,Locke,6.9,1370
7,2014-04-25,Blue Ruin,420000,258384,437002,Horror,7.814,The Quiet Ones,5.0,398
70,2014-03-14,Need for Speed,66000000,43568507,194169619,"Thriller, Mystery",14.425,Enemy,6.9,2754
70,2014-03-14,Need for Speed,66000000,43568507,194169619,"Action, Crime, Drama, Thriller",13.723,Need for Speed,6.1,2389
70,2014-03-14,Need for Speed,66000000,43568507,194169619,Comedy,9.516,Bad Words,6.4,451
70,2014-03-14,Need for Speed,66000000,43568507,194169619,"Comedy, Drama, Crime",7.8210000000000015,Veronica Mars,6.7,699
44,2014-03-14,Bad Words,10000000,7779614,7843145,"Thriller, Mystery",14.425,Enemy,6.9,2754
44,2014-03-14,Bad Words,10000000,7779614,7843145,"Action, Crime, Drama, Thriller",13.723,Need for Speed,6.1,2389
44,2014-03-14,Bad Words,10000000,7779614,7843145,Comedy,9.516,Bad Words,6.4,451
44,2014-03-14,Bad Words,10000000,7779614,7843145,"Comedy, Drama, Crime",7.8210000000000015,Veronica Mars,6.7,699
63,2014-03-14,Veronica Mars,6000000,3322127,3485383,"Thriller, Mystery",14.425,Enemy,6.9,2754
63,2014-03-14,Veronica Mars,6000000,3322127,3485383,"Action, Crime, Drama, Thriller",13.723,Need for Speed,6.1,2389
63,2014-03-14,Veronica Mars,6000000,3322127,3485383,Comedy,9.516,Bad Words,6.4,451
63,2014-03-14,Veronica Mars,6000000,3322127,3485383,"Comedy, Drama, Crime",7.8210000000000015,Veronica Mars,6.7,699
33,2014-03-14,The Word,200000,3648,3648,"Thriller, Mystery",14.425,Enemy,6.9,2754
33,2014-03-14,The Word,200000,3648,3648,"Action, Crime, Drama, Thriller",13.723,Need for Speed,6.1,2389
33,2014-03-14,The Word,200000,3648,3648,Comedy,9.516,Bad Words,6.4,451
33,2014-03-14,The Word,200000,3648,3648,"Comedy, Drama, Crime",7.8210000000000015,Veronica Mars,6.7,699
51,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,"Comedy, Drama",7.919,4th Man Out,7.0,203
51,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,"Comedy, Drama, Mystery",12.312,"Hail, Caesar!",5.9,2328
51,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,"Drama, Romance",11.287,The Choice,7.0,1046
51,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,"Horror, Mystery, Thriller, Crime",10.713,Regression,5.5,1065
51,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,"Romance, Horror, Comedy, Thriller",9.086,Pride and Prejudice and Zombies,5.7,1195
51,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,"Drama, Thriller, Mystery",7.298999999999999,Misconduct,5.5,301
51,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,"Fantasy, Thriller, Horror, Science Fiction",6.335,Southbound,5.9,268
22,2016-02-05,"Hail, Caesar!",22000000,30080225,64160680,"Comedy, Drama",7.919,4th Man Out,7.0,203
22,2016-02-05,"Hail, Caesar!",22000000,30080225,64160680,"Comedy, Drama, Mystery",12.312,"Hail, Caesar!",5.9,2328
22,2016-02-05,"Hail, Caesar!",22000000,30080225,64160680,"Drama, Romance",11.287,The Choice,7.0,1046
22,2016-02-05,"Hail, Caesar!",22000000,30080225,64160680,"Horror, Mystery, Thriller, Crime",10.713,Regression,5.5,1065
22,2016-02-05,"Hail, Caesar!",22000000,30080225,64160680,"Romance, Horror, Comedy, Thriller",9.086,Pride and Prejudice and Zombies,5.7,1195
22,2016-02-05,"Hail, Caesar!",22000000,30080225,64160680,"Drama, Thriller, Mystery",7.298999999999999,Misconduct,5.5,301
22,2016-02-05,"Hail, Caesar!",22000000,30080225,64160680,"Fantasy, Thriller, Horror, Science Fiction",6.335,Southbound,5.9,268
74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,16638300,"Comedy, Drama",7.919,4th Man Out,7.0,203
74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,16638300,"Comedy, Drama, Mystery",12.312,"Hail, Caesar!",5.9,2328
74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,16638300,"Drama, Romance",11.287,The Choice,7.0,1046
74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,16638300,"Horror, Mystery, Thriller, Crime",10.713,Regression,5.5,1065
74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,16638300,"Romance, Horror, Comedy, Thriller",9.086,Pride and Prejudice and Zombies,5.7,1195
74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,16638300,"Drama, Thriller, Mystery",7.298999999999999,Misconduct,5.5,301
74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,16638300,"Fantasy, Thriller, Horror, Science Fiction",6.335,Southbound,5.9,268
15,2016-02-05,Misconduct,11000000,0,2352511,"Comedy, Drama",7.919,4th Man Out,7.0,203
15,2016-02-05,Misconduct,11000000,0,2352511,"Comedy, Drama, Mystery",12.312,"Hail, Caesar!",5.9,2328
15,2016-02-05,Misconduct,11000000,0,2352511,"Drama, Romance",11.287,The Choice,7.0,1046
15,2016-02-05,Misconduct,11000000,0,2352511,"Horror, Mystery, Thriller, Crime",10.713,Regression,5.5,1065
15,2016-02-05,Misconduct,11000000,0,2352511,"Romance, Horror, Comedy, Thriller",9.086,Pride and Prejudice and Zombies,5.7,1195
15,2016-02-05,Misconduct,11000000,0,2352511,"Drama, Thriller, Mystery",7.298999999999999,Misconduct,5.5,301
15,2016-02-05,Misconduct,11000000,0,2352511,"Fantasy, Thriller, Horror, Science Fiction",6.335,Southbound,5.9,268
96,2014-09-26,The Equalizer,55000000,101530738,192903624,"Thriller, Action, Crime",28.942,The Equalizer,7.2,4989
96,2014-09-26,The Equalizer,55000000,101530738,192903624,Comedy,11.717,What We Did on Our Holiday,6.8,273
96,2014-09-26,The Equalizer,55000000,101530738,192903624,"Animation, Comedy, Family, Fantasy",11.219,The Boxtrolls,6.7,1016
96,2014-09-26,The Equalizer,55000000,101530738,192903624,"Romance, Comedy",9.191,Two Night Stand,6.5,1241
96,2014-09-26,The Equalizer,55000000,101530738,192903624,"Thriller, Crime, Action",7.745,Good People,5.4,274
94,2014-09-26,The Boxtrolls,60000000,50837305,111946251,"Thriller, Action, Crime",28.942,The Equalizer,7.2,4989
94,2014-09-26,The Boxtrolls,60000000,50837305,111946251,Comedy,11.717,What We Did on Our Holiday,6.8,273
94,2014-09-26,The Boxtrolls,60000000,50837305,111946251,"Animation, Comedy, Family, Fantasy",11.219,The Boxtrolls,6.7,1016
94,2014-09-26,The Boxtrolls,60000000,50837305,111946251,"Romance, Comedy",9.191,Two Night Stand,6.5,1241
94,2014-09-26,The Boxtrolls,60000000,50837305,111946251,"Thriller, Crime, Action",7.745,Good People,5.4,274
66,2014-09-26,Jimi: All is By My Side,5000000,340911,927074,"Thriller, Action, Crime",28.942,The Equalizer,7.2,4989
66,2014-09-26,Jimi: All is By My Side,5000000,340911,927074,Comedy,11.717,What We Did on Our Holiday,6.8,273
66,2014-09-26,Jimi: All is By My Side,5000000,340911,927074,"Animation, Comedy, Family, Fantasy",11.219,The Boxtrolls,6.7,1016
66,2014-09-26,Jimi: All is By My Side,5000000,340911,927074,"Romance, Comedy",9.191,Two Night Stand,6.5,1241
66,2014-09-26,Jimi: All is By My Side,5000000,340911,927074,"Thriller, Crime, Action",7.745,Good People,5.4,274
60,2014-09-26,Two Night Stand,1600000,15600,868081,"Thriller, Action, Crime",28.942,The Equalizer,7.2,4989
60,2014-09-26,Two Night Stand,1600000,15600,868081,Comedy,11.717,What We Did on Our Holiday,6.8,273
60,2014-09-26,Two Night Stand,1600000,15600,868081,"Animation, Comedy, Family, Fantasy",11.219,The Boxtrolls,6.7,1016
60,2014-09-26,Two Night Stand,1600000,15600,868081,"Romance, Comedy",9.191,Two Night Stand,6.5,1241
60,2014-09-26,Two Night Stand,1600000,15600,868081,"Thriller, Crime, Action",7.745,Good People,5.4,274
39,2014-09-26,Plastic,10000000,0,575371,"Thriller, Action, Crime",28.942,The Equalizer,7.2,4989
39,2014-09-26,Plastic,10000000,0,575371,Comedy,11.717,What We Did on Our Holiday,6.8,273
39,2014-09-26,Plastic,10000000,0,575371,"Animation, Comedy, Family, Fantasy",11.219,The Boxtrolls,6.7,1016
39,2014-09-26,Plastic,10000000,0,575371,"Romance, Comedy",9.191,Two Night Stand,6.5,1241
